Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Parcel
The Palace Hotel,,2 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.788613,-122.401933,609000,,,2014,67,85.4,172.3,86.1,171.5,,,3447.4,,3707/052
Hearst Building,,691 MARKET ST,San Francisco,San Francisco,CA,94105,37.787717,-122.403364,135371,,,2014,90,53,121.7,58.7,128.6,,,537.9,,3707/057
Hearst Parking Center,,51 3RD ST,San Francisco,San Francisco,CA,94105,37.787059,-122.403021,328885,,,2014,,86.6,272,86.6,272,,,131.1,,3707/058
625 MARKET ST,,625 MARKET ST,San Francisco,San Francisco,CA,94105,37.788822,-122.401957,64921,,,2014,,,,,,,,,,3707/061
33 New Montgomery,,33 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.788377,-122.401646,260588,,,2014,,,,,,,,,,3707/062
38 1ST ST,,38 1ST ST,San Francisco,San Francisco,CA,94105,37.790506,-122.398473,16000,,,2014,,,,,,,,,,3708/003
62 1ST ST,,62 1ST ST,San Francisco,San Francisco,CA,94105,37.79012,-122.397988,68783,,,2014,28,57.2,132.6,57.2,132.6,,,276.9,,3708/006
76 1ST ST,,76 1ST ST,San Francisco,San Francisco,CA,94105,37.790017,-122.397858,15383,,,2014,70,31.7,99.4,,,,,39.7,,3708/007
82-84 First Street,,82 1ST ST,San Francisco,San Francisco,CA,94105,37.789952,-122.397776,10196,,,2014,,,,,,,,,,3708/008
88 1st Street,,88 1ST ST,San Francisco,San Francisco,CA,94105,37.78989,-122.397698,22038,,,2014,26,82.6,185,88,190.6,,,126.1,,3708/009
71 Second Street AKA 85 Second Street,,71 2ND ST,San Francisco,San Francisco,CA,94105,37.788236,-122.400083,114268,,,2014,,,,,,,,,,3708/019
40J-Student Services Center,,40 JESSIE ST,San Francisco,San Francisco,CA,94105,37.7895,-122.399121,40424,,,2014,90,35.9,109,36.2,109.3,,,116.2,,3708/023
Stevenson Place,,71 STEVENSON ST,San Francisco,San Francisco,CA,94105,37.789562,-122.399885,350084,,,2014,92,55.8,141.8,57.1,143.2,,,1341,,3708/028
49 Stevenson,,49 STEVENSON ST,San Francisco,San Francisco,CA,94105,37.789854,-122.399526,124181,,,2014,84,59.8,146.8,62.5,149.6,,,536.5,,3708/040
595 Market,,595 MARKET ST,San Francisco,San Francisco,CA,94105,37.789673,-122.400884,461271,,,2014,90,58.5,159,59.9,160.7,,,2110.8,,3708/043
579 MARKET ST,,579 MARKET ST,San Francisco,San Francisco,CA,94105,37.789805,-122.400717,28042,,,2014,,,,,,,,,,3708/044
50 1ST ST,,50 1ST ST,San Francisco,San Francisco,CA,94105,37.790382,-122.398319,117542,,,2014,90,33.2,81.9,37.4,86.3,,,282.6,,3708/055
525 Market Street,,525 MARKET ST,San Francisco,San Francisco,CA,94105,37.790625,-122.399691,1205848,,,2014,91,49.8,139.8,51.3,141.3,,,4542.9,,3708/056
Market Center (555),,555 MARKET ST,San Francisco,San Francisco,CA,94105,37.790384,-122.399986,342238,,,2014,86,65.8,165,68.2,167.9,,,1624.5,,3708/057
Market Center (575),,575 MARKET ST,San Francisco,San Francisco,CA,94105,37.789897,-122.4006,560325,,,2014,84,57.1,142.6,57.3,141.6,,,2447.6,,3708/058
560 Mission Street,,560 Mission St,San Francisco,San Francisco,CA,94105,37.788612,-122.399039,763841,,,2014,92,51.6,162.1,51.6,162.1,,,2884.2,,3708/095
KPMG,,55 2ND ST,San Francisco,San Francisco,CA,94105,37.78863,-122.400587,404422,,,2014,89,50.9,159.9,50.3,158,,,1517.4,,3708/096
536 Mission St,,536 Mission St,San Francisco,San Francisco,CA,94105,37.789117,-122.398401,250000,,,2014,,44.4,112,44.7,111.3,,,811.9,,3708/098
440 MISSION ST,,440 MISSION ST,San Francisco,San Francisco,CA,94105,37.789973,-122.397306,73385,,,2014,,,,,,,,,,3709/008
455 Market,,455 MARKET ST,San Francisco,San Francisco,CA,94105,37.791197,-122.398968,445438,,,2014,90,68.9,160.8,70.1,160.8,,,1931.8,,3709/011
425 Market Street,,425 MARKET ST,San Francisco,San Francisco,CA,94105,37.791487,-122.398591,1101389,,,2014,89,49.8,147.6,51.3,149.1,,,4060,,3709/014
50 Fremont Center,,50 FREMONT ST,San Francisco,San Francisco,CA,94105,37.790767,-122.3971,955092,,,2014,94,40.3,113.7,41.6,115.1,,,2741.4,,3709/019
350 Mission Street,,350 MISSION ST,San Francisco,San Francisco,CA,94105,37.790684,-122.396407,94697,,,2014,,,,,,,,,,3710/017
50 Beale,,50 BEALE ST,San Francisco,San Francisco,CA,94105,37.791428,-122.39618,747573,,,2014,,,,,,,,,,3710/018
45 Fremont,,45 FREMONT ST,San Francisco,San Francisco,CA,94105,37.790969,-122.397366,584663,,,2014,89,58.2,155.3,60.4,157.7,,,2557.1,,3710/019
102557 333 Market Street,,333 MARKET ST,San Francisco,San Francisco,CA,94105,37.792014,-122.397927,754385,,,2014,95,63.3,158.3,,,,,3398.7,,3710/020
PGE-GO Complex 102_245M_77BL,,245 Market Street,San Francisco,San Francisco,CA,94105,37.79273,-122.397011,1737113,,,2014,95,71.2,191.6,74,194.5,,,8479,,3711/005
60 Spear,,60 SPEAR ST,San Francisco,San Francisco,CA,94105,37.792775,-122.394381,143204,,,2014,,,,,,,,,,3712/023
The Landmark @ One Market,,1 MARKET ST,San Francisco,San Francisco,CA,94105,37.794371,-122.394944,484663,,,2014,82,58.3,172.2,59.2,173.4,,,2262.3,,3713/006
One Market Plaza,,1 MARKET ST,San Francisco,San Francisco,CA,94105,37.794371,-122.394944,1855327,,,2014,,,,,,,,,,3713/007
Hotel Vitale,,8 Mission St,San Francisco,San Francisco,CA,94105,37.793224,-122.393202,142726,,,2014,59,95,175.1,96.9,177.2,,,866.1,,3714/019
100 The Embarcadero,,1 MISSION ST,San Francisco,San Francisco,CA,94105,37.793447,-122.392921,31740,,,2014,,276.1,526.7,273.6,518.9,,,567.6,,3715/001
110 THE EMBARCADERO,,110 THE EMBARCADERO,San Francisco,San Francisco,CA,94105,37.793586,-122.392455,12274,,,2014,,,,,,,,,,3715/002
Jewish Community Federation,,121 STEUART ST,San Francisco,San Francisco,CA,94105,37.792926,-122.392797,44748,,,2014,,42,131.8,42,131.8,,,153.1,,3715/003
Hotel Griffon,,155 STEUART ST,San Francisco,San Francisco,CA,94105,37.792651,-122.39246,31400,,,2014,,,,,,,,,,3715/006
166 Embarcadero,,169 STEUART ST,San Francisco,San Francisco,CA,94105,37.792487,-122.39226,112615,,,2014,,153.2,287.2,157.8,290.4,,,1109.8,,3715/007
Bayside Plaza,,188 THE EMBARCADERO,San Francisco,San Francisco,CA,94105,37.792493,-122.391303,86025,,,2014,,,,,,,,,,3715/013
Jim Joseph Building,,131 Steuart St,San Francisco,San Francisco,CA,94105,37.792826,-122.392674,79837,,,2014,,68.8,172.7,67.4,168.2,,,400.9,,3715/025
Rincon Center,,121 SPEAR ST,San Francisco,San Francisco,CA,94105,37.791919,-122.393284,892240,,,2014,90,46.8,136.6,46.8,136.6,,,2432.7,,3716/021
100 Spear Street,,100 SPEAR ST,San Francisco,San Francisco,CA,94105,37.792305,-122.393776,265413,,,2014,,,,,,,,,,3717/001
Spear Street Sapphire LLC,,124 SPEAR ST,San Francisco,San Francisco,CA,94105,37.792129,-122.393551,22746,,,2014,81,36.8,109.7,37.8,113,,,66.4,,3717/002
Legacy 160 Spear Street,,160 SPEAR ST,San Francisco,San Francisco,CA,94105,37.791775,-122.393101,327911,,,2014,93,54.9,128.7,55.7,129.6,,,1199.1,,3717/005
135 Main,,115 MAIN ST,San Francisco,San Francisco,CA,94105,37.791306,-122.394273,299918,,,2014,96,37,99.5,39.4,102,,,1583.6,,3717/012
188 Spear St.,,188 Spear St.,San Francisco,San Francisco,CA,94105,37.791438,-122.392671,214898,,,2014,91,51.3,126.5,51.3,126.5,,,797.7,,3717/019
122610 - Spear Street Corridor,,150 SPEAR ST,San Francisco,San Francisco,CA,94105,37.791953,-122.393327,286510,,,2014,93,54.3,136.8,57.5,140.2,,,1137.3,,3717/021
117 Mission Street,,117 MISSION ST,San Francisco,San Francisco,CA,94105,37.79208,-122.394644,393154,,,2014,,,,,,,,,,3717/022
201 Mission Street,,201 MISSION ST,San Francisco,San Francisco,CA,94105,37.791535,-122.395345,582440,,,2014,,,,,,,,,,3718/026
177 Fremont Street,,177 FREMONT ST,San Francisco,San Francisco,CA,94105,37.789576,-122.395562,33668,,,2014,,,,,,,,,,3719/011
199 Fremont Street,,324 HOWARD ST,San Francisco,San Francisco,CA,94105,37.789625,-122.394633,537024,,,2014,90,62.5,158.5,64.1,160.2,,,2117.3,,3719/018
400 Howard St,,430 HOWARD ST,San Francisco,San Francisco,CA,94105,37.788711,-122.395788,422199,,,2014,72,70.3,220.8,69.5,218.4,,,1930.3,,3720/008
100 First Plaza,,100 1ST ST,San Francisco,San Francisco,CA,94105,37.789642,-122.397384,506544,,,2014,92,41.2,128.3,41.2,128.3,,,1694.7,,3721/001
530 Howard St,,530 HOWARD ST,San Francisco,San Francisco,CA,94105,37.788746,-122.395743,25955,,,2014,80,43.2,94.9,48.1,100.1,,,77,,3721/014
Temple Nightclub,,55 NATOMA ST,San Francisco,San Francisco,CA,94105,37.787553,-122.398377,38050,,,2014,,,,,,,,,,3721/015
Adolph Gasser Retail store,,181 2ND ST,San Francisco,San Francisco,CA,94105,37.787003,-122.398543,17500,,,2014,,16.4,46.4,17.1,47.1,,,22.2,,3721/023
171 Second Street,,171 2ND ST,San Francisco,San Francisco,CA,94105,37.787117,-122.398684,21287,,,2014,15,166.7,319.6,166.7,319.6,,,230.3,,3721/025
149 2ND ST,,149 2ND ST,San Francisco,San Francisco,CA,94105,37.787319,-122.398939,19962,,,2014,,,,,,,,,,3721/049
143 2ND ST,,141 2ND ST,San Francisco,San Francisco,CA,94105,37.787426,-122.399077,18307,,,2014,,,,,,,,,,3721/050
121 2nd Street,,121 2ND ST,San Francisco,San Francisco,CA,94105,37.787654,-122.399355,37747,,,2014,66,79,129.9,79,129.9,,,182.5,,3721/071
Mission & Shaw LLC,,545 MISSION ST,San Francisco,San Francisco,CA,94105,37.788894,-122.398679,29309,,,2014,,113.5,231,115.8,233.4,,,221.3,,3721/082
101 Second St,,101 2ND ST,San Francisco,San Francisco,CA,94105,37.787772,-122.3995,457337,,,2014,93,43,127.1,43,127.1,,,1500.6,,3721/089
500 Howard Street (Foundry Square IV),,500 HOWARD ST,San Francisco,San Francisco,CA,94105,37.788253,-122.396368,273783,,,2014,99,56.1,176.3,56.1,176.3,,,1135.2,,3721/119
555 Mission,,555 MISSION ST,San Francisco,San Francisco,CA,94105,37.788692,-122.398938,611760,,,2014,91,54.8,143.7,55.1,142.4,,,2287.5,,3721/120
609 Mission,,601 MISSION ST,San Francisco,San Francisco,CA,94105,37.787831,-122.400018,48767,,,2014,98,23.5,73.3,23.5,73.3,,,93,,3722/001
120 2ND ST,,120 2ND ST,San Francisco,San Francisco,CA,94105,37.787653,-122.399354,16615,,,2014,,,,,,,,,,3722/002
132 2ND ST,,132 2ND ST,San Francisco,San Francisco,CA,94105,37.787461,-122.399122,35923,,,2014,,,,,,,,,,3722/003
144 Second Street,,144 2ND ST,San Francisco,San Francisco,CA,94105,37.787352,-122.398982,24564,,,2014,,,,,,,,,,3722/004
156 Second Street,,156 2ND ST,San Francisco,San Francisco,CA,94105,37.787261,-122.398866,27730,,,2014,,,,,,,,,,3722/005
116 NATOMA ST,,116 NATOMA ST,San Francisco,San Francisco,CA,94105,37.786862,-122.399236,18840,,,2014,,78.8,119.7,81.8,122.8,,,88.3,,3722/006
149 New Montgomery,,149 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.786642,-122.399513,67807,,,2014,55,67.2,176.4,68.6,176.9,,,339.5,,3722/007
145 NATOMA ST,,145 NATOMA ST,San Francisco,San Francisco,CA,94105,37.786204,-122.40008,13589,,,2014,96,24.1,69.9,25.1,71,,,25.6,,3722/014
182 2nd,,182 2ND ST,San Francisco,San Francisco,CA,94105,37.786912,-122.39843,25000,,,2014,70,47,146.6,47,146.6,,,95.5,,3722/019
Millennium Play,,606 HOWARD ST,San Francisco,San Francisco,CA,94105,37.786452,-122.398656,57312,,,2014,95,31.3,98.1,31.3,98.1,,,146.1,,3722/020
180-Stephens Institute,,180 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.786634,-122.399502,190066,,,2014,,6,18.8,6,18.8,,,92.6,,3722/022
667,,663 MISSION ST,San Francisco,San Francisco,CA,94105,37.786776,-122.401368,43802,,,2014,88,36.7,114.1,36.1,112.1,,,130.4,,3722/067
Coast Counties - 657 Mission,,657 MISSION ST,San Francisco,San Francisco,CA,94105,37.786928,-122.401168,97123,,,2014,99,21.7,61.7,22.9,63,,,163.2,,3722/068
647 MISSION ST,,647 MISSION ST,San Francisco,San Francisco,CA,94105,37.787041,-122.401024,40200,,,2014,86,29.4,88.4,30.1,89.1,,,94.2,,3722/069
Rialto Building,,116 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.78712,-122.400088,130268,,,2014,98,35.4,100,35.3,99.9,,,331.1,,3722/071
Cantrell & Harris - 111 New Montgomery Street,,111 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94105,37.787121,-122.40009,33451,,,2014,,,,,,,,,,3722/072
617 MISSION ST,,617 MISSION ST,San Francisco,San Francisco,CA,94105,37.787589,-122.400325,66000,,,2014,,,,,,,,,,3722/073
611 MISSION ST,,611 MISSION ST,San Francisco,San Francisco,CA,94105,37.787706,-122.400177,44800,,,2014,,,,,,,,,,3722/076
San Francisco Museum of Modern Art,,151 3RD ST,San Francisco,San Francisco,CA,94103,37.785539,-122.401139,225000,,,2014,,,,,,,,,,3722/078
140 NEW MONTGOMERY ST,,140 NEW MONTGOMERY ST,San Francisco,San Francisco,CA,94103,37.786644,-122.399515,339765,,,2014,94,45.9,110.2,46.9,109,,,1115.1,,3722/080
W Hotel - San Francisco,,187 3RD ST,San Francisco,San Francisco,CA,94105,37.78525,-122.400784,291614,,,2014,80,75.2,173.8,75.4,171.5,,,1540.5,,3722/081
135 4th St,,763 MISSION ST,San Francisco,San Francisco,CA,94103,37.784708,-122.403893,357659,,,2014,,143.2,340.1,149.5,346.7,,,3643.1,,3723/113
155 5th Street,,155 5TH ST,San Francisco,San Francisco,CA,94103,37.781952,-122.405515,358400,,,2014,,,,,,,,,,3724/071
Intercontinental San Fransico,,888 HOWARD ST,San Francisco,San Francisco,CA,94103,37.781855,-122.404473,619226,,,2014,84,68.2,141,69.6,140.8,,,2235.5,,3724/072
934 HOWARD ST,,934 HOWARD ST,San Francisco,San Francisco,CA,94103,37.780778,-122.405842,10998,,,2014,,,,,,,,,,3725/014
938 HOWARD ST,,938 HOWARD ST,San Francisco,San Francisco,CA,94103,37.780657,-122.405996,22000,,,2014,,,,,,,,,,3725/015
960 HOWARD ST,,960 HOWARD ST,San Francisco,San Francisco,CA,94103,37.780457,-122.406252,10101,,,2014,,,,,,,,,,3725/019
959 MISSION ST,,959 MISSION ST,San Francisco,San Francisco,CA,94103,37.781621,-122.40789,72991,,,2014,,,,,,,,,,3725/087
Hearst Chronicle Building,,901 MISSION ST,San Francisco,San Francisco,CA,94103,37.782228,-122.407118,178720,,,2014,92,78.7,175.7,80.5,177.6,,,973.5,,3725/093
138 6TH ST,,138 6TH ST,San Francisco,San Francisco,CA,94103,37.780406,-122.408015,20545,,,2014,,,,,,,,,,3726/006
1058 HOWARD ST,,1058 HOWARD ST,San Francisco,San Francisco,CA,94103,37.77865,-122.408533,15900,,,2014,,,,,,,,,,3726/022
1023 MISSION ST,,1023 MISSION ST,San Francisco,San Francisco,CA,94103,37.780444,-122.409376,15878,,,2014,,,,,,,,,,3726/110
Best Western Americania,,121 7TH ST,San Francisco,San Francisco,CA,94103,37.778493,-122.410068,124147,,,2014,90,69.4,113.5,69.4,113.5,,,452.2,,3726/117
Good Hotel,,112 7TH ST,San Francisco,San Francisco,CA,94103,37.778966,-122.410656,93425,,,2014,77,30.1,45.1,33.6,48.8,,,166.7,,3727/001
140 7TH ST,,140 7TH ST,San Francisco,San Francisco,CA,94103,37.778646,-122.410255,37630,,,2014,2,79.1,146.5,87.3,155.1,,,190.6,,3727/002
1126 HOWARD ST,,1126 HOWARD ST,San Francisco,San Francisco,CA,94103,37.777417,-122.410096,24024,,,2014,,,,,,,,,,3727/014
1161 MISSION ST,,1161 MISSION ST,San Francisco,San Francisco,CA,94103,37.778192,-122.412232,74000,,,2014,,,,,,,,,,3727/103
1167 MISSION ST,,1167 MISSION ST,San Francisco,San Francisco,CA,94103,37.778044,-122.412412,32000,,,2014,,,,,,,,,,3727/120
120 8TH ST,,120 8TH ST,San Francisco,San Francisco,CA,94103,37.777141,-122.412765,12520,,,2014,,,,,,,,,,3728/002
Storek,,149 9TH ST,San Francisco,San Francisco,CA,94103,37.775538,-122.413858,27885,,,2014,,,,,,,,,,3728/048
145 9TH ST,,145 9TH ST,San Francisco,San Francisco,CA,94103,37.775678,-122.414035,21600,,,2014,95,23.1,69.5,23.1,69.5,,,39.8,,3728/049
1263 MISSION ST,,1263 MISSION ST,San Francisco,San Francisco,CA,94103,37.776634,-122.414207,25456,,,2014,,,,,,,,,,3728/076
230 8TH ST,,230 8TH ST,San Francisco,San Francisco,CA,94103,37.775674,-122.410927,19520,,,2014,,,,,,,,,,3729/004
1200 Folsom Street,,1200 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.774828,-122.41027,21114,,,2014,89,41,115,42.9,116.9,,,66.7,,3729/006
279 9TH ST,,279 9TH ST,San Francisco,San Francisco,CA,94103,37.773929,-122.411803,10248,,,2014,,,,,,,,,,3729/023
Ninth Street,,271 9TH ST,San Francisco,San Francisco,CA,94103,37.774089,-122.412021,18050,,,2014,100,20.6,48.9,24.3,52.8,,,26.4,,3729/024
1263 HOWARD ST,,1263 HOWARD ST,San Francisco,San Francisco,CA,94103,37.775564,-122.412441,34963,,,2014,,,,,,,,,,3729/086
1233 Howard St.,,1233 Howard St.,San Francisco,San Francisco,CA,94103,37.775855,-122.412075,46354,,,2014,,,,,,,,,,3729/103
290 7TH ST,,290 7TH ST,San Francisco,San Francisco,CA,94103,37.776888,-122.408036,13600,,,2014,,,,,,,,,,3730/011
1140 FOLSOM ST,,1140 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.776056,-122.408729,14581,,,2014,,,,,,,,,,3730/015
660 CLEMENTINA ST,,660 CLEMENTINA ST,San Francisco,San Francisco,CA,94103,37.775623,-122.410365,25800,,,2014,,,,,,,,,,3730/032
201 8TH ST,,201 8TH ST,San Francisco,San Francisco,CA,94103,37.776001,-122.411335,19432,,,2014,,138.3,218.4,148.4,229.1,,,162.1,,3730/038
1173 HOWARD ST,,1173 HOWARD ST,San Francisco,San Francisco,CA,94103,37.776772,-122.410925,10132,,,2014,,,,,,,,,,3730/059
45 RAUSCH ST,,45 RAUSCH ST,San Francisco,San Francisco,CA,94103,37.776536,-122.409809,10275,,,2014,,,,,,,,,,3730/082
240 7TH ST,,240 7TH ST,San Francisco,San Francisco,CA,94103,37.777292,-122.408543,11203,,,2014,,,,,,,,,,3730/119
259 7TH ST,,259 7TH ST,San Francisco,San Francisco,CA,94103,37.77718,-122.408403,10451,,,2014,,,,,,,,,,3731/033
1025 HOWARD ST,,1025 HOWARD ST,San Francisco,San Francisco,CA,94103,37.779206,-122.407842,18387,,,2014,,,,,,,,,,3731/095
"Folsom St Hotel, LLC",,1080 FOLSOM ST,San Francisco,San Francisco,CA,94103,37.777086,-122.407425,12870,,,2014,13,92.2,176.1,94.2,178.5,,,76.9,,3731/125
984 FOLSOM ST,,984 FOLSOM ST,San Francisco,San Francisco,CA,94103,,,22240,,,2014,,,,,,,,,,3732/029
BOYD 944 FOLSOM BUILDING,,944 FOLSOM ST,San Francisco,San Francisco,CA,94103,,,10750,,,2014,91,23.4,55.8,27.3,59.9,,,17.9,,3732/045
921 HOWARD ST,,921 HOWARD ST,San Francisco,San Francisco,CA,94103,37.781066,-122.405479,14618,,,2014,,,,,,,,,,3732/100
981 HOWARD ST,,981 HOWARD ST,San Francisco,San Francisco,CA,94103,37.780072,-122.406744,19250,,,2014,,,,,,,,,,3732/119
250 4TH ST,,250 4TH ST,San Francisco,San Francisco,CA,94103,37.782554,-122.401812,29590,,,2014,,,,,,,,,,3733/008
The Salvation Army - 832 Folsom,,832 FOLSOM ST,San Francisco,San Francisco,CA,94103,,,86623,,,2014,76,83.7,219.3,84.4,217.7,,,334.2,,3733/017
840 FOLSOM ST,,840 FOLSOM ST,San Francisco,San Francisco,CA,94103,,,10811,,,2014,,,,,,,,,,3733/018
854 FOLSOM ST,,854 FOLSOM ST,San Francisco,San Francisco,CA,94103,,,10880,,,2014,,,,,,,,,,3733/020A
868 FOLSOM ST,,868 FOLSOM ST,San Francisco,San Francisco,CA,94103,,,18500,,,2014,98,25.2,79,25.8,80.9,,,36.9,,3733/024
275 5TH ST,,275 5TH ST,San Francisco,San Francisco,CA,94103,37.78059,-122.403802,18000,,,2014,,,,,,,,,,3733/030
Pacific & Energy Center 410502_L364,,851 HOWARD ST,San Francisco,San Francisco,CA,94103,37.782379,-122.403823,32139,,,2014,,39.6,99.4,42.4,102.4,,,75.2,,3733/081
841 HOWARD ST,,841 HOWARD ST,San Francisco,San Francisco,CA,94103,37.782518,-122.40365,15277,,,2014,,2.7,8.4,2.7,8.4,,,3.3,,3733/083
835 HOWARD ST,,835 HOWARD ST,San Francisco,San Francisco,CA,94103,37.782595,-122.403555,32706,,,2014,97,19.5,61.4,18.4,57.7,,,52.1,,3733/084
363 CLEMENTINA ST,,363 CLEMENTINA ST,San Francisco,San Francisco,CA,94103,37.781363,-122.403092,10936,,,2014,,,,,,,,,,3733/091
366 CLEMENTINA ST,,366 CLEMENTINA ST,San Francisco,San Francisco,CA,94103,37.78136,-122.403096,10673,,,2014,,,,,,,,,,3733/106
875 Howard Street,,875 HOWARD ST,San Francisco,San Francisco,CA,94103,37.781996,-122.404298,247901,,,2014,93,45,132.2,45.7,130.5,,,767.6,,3733/A079
899 Howard Street,,899 HOWARD ST,San Francisco,San Francisco,CA,94103,37.781491,-122.404946,94505,,,2014,5,66.7,209.4,66.7,209.4,,,513.8,,3733/B079
631 Howard,,631 HOWARD ST,San Francisco,San Francisco,CA,94105,37.786292,-122.398864,101437,,,2014,99,23.9,60.7,25.1,62,,,177.9,,3735/005
282 2nd Street,,606 FOLSOM ST,San Francisco,San Francisco,CA,94105,,,35415,,,2014,63,92.1,188.7,91.4,186.8,,,217.5,,3735/008
608 FOLSOM ST,,608 FOLSOM ST,San Francisco,San Francisco,CA,94105,,,12750,,,2014,76,46.1,119.4,51.5,125.1,,,43.5,,3735/009
620 Folsom Street,,620 FOLSOM ST,San Francisco,San Francisco,CA,94105,,,46451,,,2014,,,,,,,,,,3735/010
Hawthorne Plaza - 95 Hawthorne,,95 HAWTHORNE ST,San Francisco,San Francisco,CA,94105,37.78486,-122.398082,107275,,,2014,,,,,,,,,,3735/012
666 FOLSOM ST,,666 FOLSOM ST,San Francisco,San Francisco,CA,94105,,,398018,,,2014,,,,,,,,,,3735/013
690 FOLSOM ST,,690 FOLSOM ST,San Francisco,San Francisco,CA,94105,,,26937,,,2014,,,,,,,,,,3735/015
661 Howard Street,,663 HOWARD ST,San Francisco,San Francisco,CA,94105,37.785557,-122.39978,18000,,,2014,,,,,,,,,,3735/040
Crown Point Press,,657 HOWARD ST,San Francisco,San Francisco,CA,94105,37.785687,-122.399614,29280,,,2014,,,,,,,,,,3735/041
55 Hawthorne,,55 HAWTHORNE ST,San Francisco,San Francisco,CA,94105,37.785335,-122.39867,210174,,,2014,,,,,,,,,,3735/046
633 HOWARD ST,,633 HOWARD ST,San Francisco,San Francisco,CA,94105,37.786082,-122.399123,10400,,,2014,,,,,,,,,,3735/050
240 2nd Street,,240 2ND ST,San Francisco,San Francisco,CA,94105,37.786166,-122.397492,28362,,,2014,98,36.1,68,44.9,78.1,,,46.3,,3735/055
201 Third Street,,201 Third St,San Francisco,San Francisco,CA,94105,37.784807,-122.400228,361041,,,2014,85,53.7,166.5,54,166.8,,,1555,,3735/059
Hawthorne Plaza - 75 Hawthorne,,75 HAWTHORNE ST,San Francisco,San Francisco,CA,94105,37.785083,-122.398358,408667,,,2014,,,,,,,,,,3735/062
246 First Street LLC,,234 1ST ST,San Francisco,San Francisco,CA,94105,37.787989,-122.395328,70000,,,2014,,,,,,,,,,3736/006
JAM Properties,,572 FOLSOM ST,San Francisco,San Francisco,CA,94105,37.786003,-122.396121,15460,,,2014,96,21.7,65.5,21.7,65.5,,,26.8,,3736/025
311qr-San Francisco Downtown Courtyard,,299 Second Street,San Francisco,San Francisco,CA,94105,37.78566,-122.396851,274550,,,2014,,68.7,140,69.5,138.6,,,1255.5,,3736/027
Descalso Howard St Family L.P.,,555 HOWARD ST,San Francisco,San Francisco,CA,94105,37.787617,-122.397171,24750,,,2014,97,25,72.5,25,72.5,,,48.5,,3736/086
217 Second Street,,217 2ND ST,San Francisco,San Francisco,CA,94105,37.786429,-122.397811,22687,,,2014,63,48.3,136,49.8,137.6,,,84.6,,3736/095
215 Second Street,,205 2ND ST,San Francisco,San Francisco,CA,94105,37.786527,-122.397938,15500,,,2014,25,62.3,190.2,62.9,190.8,,,77.6,,3736/096
