Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Portfolio Manager ID,Philadelphia Building ID
11620 Caroline Rd.,Non-Refrigerated Warehouse,11620 Caroline Rd.,Philadelphia,Philadelphia,PA,19154,40.097723,-75.003838,70814,,1970,2014,,40.5,73.3,,,,,236.5,1.673397916,3966799,884270000
Eastern Electrical Liquidators,Non-Refrigerated Warehouse,1511 N 26th St,Philadelphia,Philadelphia,PA,19121,,,100000,,1800,2014,,8.6,18.3,,,,,81.7,0.911,3977234,884100600
9815 Roosevelt Blvd.,Non-Refrigerated Warehouse,9815 Roosevelt Blvd.,Philadelphia,Philadelphia,PA,19154,40.086422,-75.022893,78500,,1971,2014,59,34.1,70.2,,,,,246.4,3.36433121,3980064,884266000
Columbus Blvd. 2055,Non-Refrigerated Warehouse,2055 Richmond St.,Philadelphia,Philadelphia,PA,19125,39.972422,-75.120238,72000,,1970,2014,,29.5,51.7,,,,,170.4,0.426388889,3982225,884105000
4411WHITAKERLLC,Non-Refrigerated Warehouse,4411 WHITAKER AVENUE,Philadelphia,Philadelphia,PA,19120,40.01697,-75.11658,56600,,1900,2014,97,5.1,16,,,,,38.6,,4039333,884186505
"R.B. Hoffman, Inc.",Non-Refrigerated Warehouse,300-322 W. Hunting Park Avenue,Philadelphia,Philadelphia,PA,19140,,,125000,,1925,2014,,,1.6,,,,,8.3,,4051453,884042000
"Richard Hoffman, LLP",Non-Refrigerated Warehouse,3515 Amber Street,Philadelphia,Philadelphia,PA,19134,39.996304,-75.102144,100000,,1922,2014,,,,,,,,,,4069477,884845600
"Richard Hoffman, LLP",Non-Refrigerated Warehouse,2100 E. Venango Street,Philadelphia,Philadelphia,PA,19134,39.996838,-75.100054,100000,,1922,2014,,,,,,,,,,4069478,884201600
Tin K. Luu,Non-Refrigerated Warehouse,5697 Rising Sun Ave.,Philadelphia,Philadelphia,PA,19120,40.040655,-75.107747,52782,,1960,2014,100,2.8,8.9,,,,,20,,4096196,884116452
777 Brewster Avenue,Non-Refrigerated Warehouse,777 Brewster Avenue,Philadelphia,Philadelphia,PA,19153,,,107076,,1978,2014,,52.2,119.7,,,,,565.1,6.937128768,4096814,884165500
2100 Byberry Road,Non-Refrigerated Warehouse,2100 Byberry Road,Philadelphia,Philadelphia,PA,19116,40.109226,-75.00203,130500,,1954,2014,88,21.4,44.9,,,,,261.5,0.848275862,4102725,884236000
Distribution Center #9001,Non-Refrigerated Warehouse,8201 Enterprise Avenue,Philadelphia,Philadelphia,PA,19153,39.886162,-75.218212,385000,,1969,2014,55,63.1,118,,,,,2060.6,1.160779221,4123417,773102500
Police Tactical / Warehouse,Non-Refrigerated Warehouse,660 E Erie Ave,Philadelphia,Philadelphia,PA,19134,40.006208,-75.115758,53000,,1982,2014,13,81.9,125.9,,,,,312.3,3.373584906,4393304,786124800
57164- Residence Inn Philadelphia - Center City,,One East Penn Square,Philadelphia,Philadelphia,PA,19107,,,,,1990,2014,28,100.5,225.3,,,,,2500.5,,1406842,883704600
University of Pennsylvania,,3101 Walnut Street,Philadelphia,Philadelphia,PA,19104,,,,,1873,2014,,192.7,379.5,,,,,233017.8,57.91964615,3634188,773003010
Paul's Run,,9896 Bustleton ave,Philadelphia,Philadelphia,PA,19115,40.097475,-75.03048,,,1981,2014,,,,,,,,,,3762384,778038005
"440 East 62nd St. Co., LP",,401 North Broad Street,Philadelphia,Philadelphia,PA,19108,,,1296804,,1929,2014,,427.3,1341.9,,,,,74186.5,3.881619736,3830317,883028250
DHL/PHL,,7600 Holstein Ave,Philadelphia,Philadelphia,PA,19153,39.900657,-75.230013,,,2005,2014,75,45.1,83.4,,,,,366.1,,3858153,884167016
Parkwood Shopping Center,,12301-75 Academy Road,Philadelphia,Philadelphia,PA,19154,,,,,1964,2014,,233.2,407.2,,,,,1366,,3954640,882078060
Finishing Trades Institute,,2190 Hornig Rd,Philadelphia,Philadelphia,PA,19116,40.113533,-74.996548,,,1988,2014,,37.7,65.5,,,,,234.4,,3959886,778495000
the emmanuel church,,4723-41 spruce st.,Philadelphia,Philadelphia,PA,19139,,,,,1930,2014,,,,,,,,151.8,,3980656,774024000
3600 Grays Ferry Ave (FedEx Express),,3600 Grays Ferry Avenue,Philadelphia,Philadelphia,PA,19146,39.940247,-75.201387,,,2001,2014,,59.1,110.5,,,,,551.2,,4125760,884122536
One Commerce Square,Office,2005 Market Street,Philadelphia,Philadelphia,PA,19103,,,1117466,,1987,2014,77,75.5,236.9,,,,,10323.5,14.88268994,,883054371
Two Commerce Square,Office,2001 Market Street,Philadelphia,Philadelphia,PA,19102,,,1103420,,1992,2014,76,73.4,230.3,,,,,10242.6,16.56531511,,883054361
1835 Market Street,Office,1835 Market Street,Philadelphia,Philadelphia,PA,19103,,,751503,,1986,2014,83,76.9,202.1,,,,,6124.6,27.00907382,,883104005
12589 Ten Penn Center,Office,1801 Market Street,Philadelphia,Philadelphia,PA,19103,,,718644,,1981,2014,98,57.3,148.2,,,,,4548.1,13.05792576,,883054000
1818 Market St,Office,1818 Market St Suite 1120,Philadelphia,Philadelphia,PA,19103,,,1375871,,1973,2014,89,66.8,157.1,,,,,7022.7,12.17061774,,883033001
APF - 1601 Market Street,Office,1601 Market St,Philadelphia,Philadelphia,PA,19103,,,781516,,1968,2014,82,81.3,209.7,,,,,6631.5,11.96597383,1060565,883338000
1700 Market Street,Office,1700 Market Street,Philadelphia,Philadelphia,PA,19103,,,925698,,1968,2014,79,82.8,211.7,,,,,8705.1,14.42457475,1060573,883032000
ACE Philadelphia,Office,436 Walnut Street,Philadelphia,Philadelphia,PA,19106,,,350577,,1925,2014,84,64.9,167.9,,,,,2458,10.74286105,1211433,883300400
Three Logan Square,Office,1717 Arch Street,Philadelphia,Philadelphia,PA,19103,,,1377698,,1990,2014,79,82.8,218.5,,,,,11743.6,12.08080436,1218039,883059004
Three Parkway,Office,1601-45 Cherry Street,Philadelphia,Philadelphia,PA,19102,,,610065,,1970,2014,83,66.3,171.6,,,,,4637.1,12.13149419,1238832,883060510
PECO MAIN OFFICE BUILDING,Office,2301 Market Street,Philadelphia,Philadelphia,PA,19103,,,897201,,1971,2014,,89.1,270.6,,,,,10110.6,0.01928219,1269439,883054500
PECO Christian Street Service Center,Office,830 Schuylkill Avenue,Philadelphia,Philadelphia,PA,19146,,,70644,,1951,2014,23,84.8,266.2,,,,,801.8,0.002831097,1273629,772607000
PA0144ZZ - PHILADELPHIA CUSTOMHOUSE,Office,200 CHESTNUT STREET,Philadelphia,Philadelphia,PA,19106,,,567710,,1934,2014,86,63.8,141.5,,,,,3518.7,9.330291874,1297698,781049800
PA0143ZZ - RN NIX FED BLDG & USPO,Office,900 MARKET STREET,Philadelphia,Philadelphia,PA,19107,,,405240,,1937,2014,92,45.4,108.4,,,,,1934.5,6.100088836,1299442,781051010
Arch 1650 Partners LP,Office,1650 Arch Street,Philadelphia,Philadelphia,PA,19103,,,663328,,1974,2014,75,79.7,181.6,,,,,5490.5,8.964192677,1439909,883058000
"United Plaza Lease, L.P.",Office,30 South 17th Street,Philadelphia,Philadelphia,PA,19103,,,699896,,1975,2014,77,80,220,,,,,6910.5,15.45415319,1440658,883051500
American College of Physicians Headquarters,Office,190 N. Independence Mall West,Philadelphia,Philadelphia,PA,19106,39.952687,-75.149957,322610,,1998,2014,88,73.7,180.4,,,,,2133.6,9.914447785,1452163,771523010
ARAMARK Tower,Office,1101 Market Street,Philadelphia,Philadelphia,PA,19107,,,759072,,1984,2014,83,77.3,193.3,,,,,6405.8,14.76157729,1467329,883308700
1515 Market Street,Office,Suite 1040,Philadelphia,Philadelphia,PA,19102,,,564078,,1958,2014,72,74,191.6,,,,,4786.9,13.57471839,1476210,883337500
150-CIRA CENTRE,Office,2929 ARCH STREET,Philadelphia,Philadelphia,PA,19104,39.95698,-75.181842,778607,,2006,2014,77,90.8,285,,,,,9470.9,20.8527537,1485471,883062300
153-ONE LOGAN SQUARE,Office,130 NORTH 18TH STREET,Philadelphia,Philadelphia,PA,19103,39.95629,-75.16935,1128787,,1983,2014,88,74,181.8,,,,,8843.5,11.27458059,1485500,883061505
154-TWO LOGAN SQUARE,Office,100 NORTH 18TH STREET,Philadelphia,Philadelphia,PA,19103,,,808040,,1988,2014,72,96,301.4,,,,,10382.5,18.99126281,1485534,883061805
St. Leonard's Court,Office,3819 Chestnut Street,Philadelphia,Philadelphia,PA,19104,,,52306,,1985,2014,,67.3,183.9,,,,,415.8,1.558138646,1489392,773080200
L01973 - One Crescent Drive,Office,One Crescent Drive,Philadelphia,Philadelphia,PA,19112,,,79034,,2005,2014,86,53.3,167,,,,,562.7,14.67975808,1496733,788012000
Public Ledger,Office,600 Chestnut St.,Philadelphia,Philadelphia,PA,19106,,,535382,,1904,2014,73,81.7,189.8,,,,,4609.9,16.41538191,1516957,883003510
Curtis Center,Office,170 S Independence W ML,Philadelphia,Philadelphia,PA,19106,,,1141839,,1910,2014,88,57.6,139.4,,,,,6976.7,16.61863012,1516994,883002510
The Wanamaker Building,Office,100 Penn Square East,Philadelphia,Philadelphia,PA,19107,39.953786,-75.162147,1706638,,1902,2014,80,71,182.6,,,,,11250.7,13.3150674,1619606,882497505
One Penn Center,Office,1617 John F. Kennedy Blvd,Philadelphia,Philadelphia,PA,19103,,,670000,,1929,2014,89,58.7,164.1,,,,,4741.8,18.27432836,1637817,883339500
Four Penn Center,Office,1600 JFK Blvd,Philadelphia,Philadelphia,PA,19103,,,543134,,1964,2014,78,83.7,197.8,,,,,9415.2,8.10444568,1650661,883056000
Centre Square - 1500 Market Street,Office,1500 MARKET ST,Philadelphia,Philadelphia,PA,19102,,,2260778,,1974,2014,74,75.1,195.1,,,,,17262.9,10.8172054,1750694,883320000
"1735 MARKET STREET - OFFICE, Site # 602850",Office,1735 MARKET ST OFC,Philadelphia,Philadelphia,PA,19103,,,1503469,,1990,2014,,62.7,195.7,,,,,11802.8,12.63477997,1750728,883053525
"1525 LOCUST STREET, Site # 603090",Office,1525 LOCUST ST,Philadelphia,Philadelphia,PA,19102,,,108000,,1990,2014,50,76.3,239.7,,,,,1103.5,12.84166667,1750739,883045400
"1600 MARKET STREET, Site #602760",Office,1600 MARKET ST,Philadelphia,Philadelphia,PA,19103,,,930550,,1983,2014,86,59.2,154.5,,,,,6181.5,9.674708506,1750750,883031500
L61864 - 1701 JFK Blvd,Office,1701 JFK Blvd,Philadelphia,Philadelphia,PA,19103,,,1538959,,2008,2014,77,98.6,273.1,,,,,18334.3,23.63799166,1767519,883056605
MATSSC,Office,300 Spring Garden Street,Philadelphia,Philadelphia,PA,19123,,,574075,,1975,2014,81,77.5,180.2,,,,,4554.8,11.74445848,1819058,781398200
One Liberty Place,Office,1650 Market Street,Philadelphia,Philadelphia,PA,19103,,,1191592,,1987,2014,74,58.3,183,,,,,10420.2,8.402372624,1840857,883031676
L02152 - Three Crescent Drive,Office,Three Crescent Drive,Philadelphia,Philadelphia,PA,19112,,,95800,,2008,2014,29,101.3,317.8,,,,,1297.9,30.93110647,1960820,788013000
Jewish Federation,Office,2100 Arch Street,Philadelphia,Philadelphia,PA,19103,,,120943,,1913,2014,76,77.3,176,,,,,970.3,14.55727078,1973738,772636525
SEPTA Headquarters,Office,1234 Market Street,Philadelphia,Philadelphia,PA,19107,,,759793,,1973,2014,,110.6,294.5,,,,,8717.2,17.65046532,2363717,883309000
One Parkway Building,Office,1515-29 Arch St,Philadelphia,Philadelphia,PA,19102,,,502000,,1962,2014,63,111.6,272.5,,,,,5988.4,21.47131474,2365631,772059100
PA0000AT - WISSAHICKON FED BLDG,Office,5000 WISSAHICKON AVE,Philadelphia,Philadelphia,PA,19144,40.01853,-75.173368,449021,,1998,2014,37,120.7,342.9,,,,,6784.1,25.24826233,2474727,784484000
Ralston House,Office,3615 Chestnut Street,Philadelphia,Philadelphia,PA,19104,,,71686,,1887,2014,,44.6,92.2,,,,,295.4,8.728343052,2528934,773685500
1600 Callowhill,Office,1600 Callowhill Street,Philadelphia,Philadelphia,PA,19130,39.960015,-75.165288,103483,,1920,2014,30,65.7,206.3,,,,,780.1,12.77697786,2555977,883065100
Constitution Place,Office,325 Chestnut St.,Philadelphia,Philadelphia,PA,19106,,,232097,,1955,2014,75,76.5,174.4,,,,,1786.4,32.36750152,2902083,883302500
801 Arch Street,Office,801 Arch Street,Philadelphia,Philadelphia,PA,19107,,,170348,,1975,2014,98,25,74.6,,,,,544.1,3.024397116,2926182,883009600
LT02184 - Five Crescent Drive,Office,5 Crescent Drive,Philadelphia,Philadelphia,PA,19112,,,215051,,2011,2014,89,80,184.1,,,,,1745.5,16.20173819,2933141,788010012
400 Market,Office,400 Market St.,Philadelphia,Philadelphia,PA,19106,,,201897,,1971,2014,63,79.1,199.2,,,,,1618.6,11.03433929,2990373,883012000
IRS 30th Street Campus (165),Office,2970 Market Street,Philadelphia,Philadelphia,PA,19104,,,1481088,,2010,2014,84,76.7,210.6,,,,,8482.6,7.79062419,3061663,883063100
GLC 16200/900 RACE ST/PHILADELPHIA/PA,Office,900 RACE ST,Philadelphia,Philadelphia,PA,19107,,,977314,,1905,2014,,,,,,,,10308,9.832049884,3120916,771618000
833 Chestnut,Office,833 Chestnut Street,Philadelphia,Philadelphia,PA,19107,,,757706,,1926,2014,,132.8,345.4,,,,,10824.2,8.855677532,3122487,883313600
1900 Market Street (180),Office,1900 Market Street,Philadelphia,Philadelphia,PA,19103,,,588233,,1981,2014,85,59.6,181.2,,,,,4558.4,10.71140177,3216590,883034000
Health Administration Building,Office,500 S Broad St,Philadelphia,Philadelphia,PA,19146,,,77688,,1959,2014,19,140.5,366.5,,,,,1236.9,35.62969828,3267049,782026200
One Washington Square,Office,510 Walnut Street,Philadelphia,Philadelphia,PA,19106,,,1108655,,1930,2014,83,70.4,161.9,,,,,7915.2,12.60951333,3279877,883006500
3440 Market St,Office,3440 Market St,Philadelphia,Philadelphia,PA,19104,,,117848,,1981,2014,36,83.3,253.3,,,,,4801.5,11.50634716,3321455,883076510
3401 Market St.,Office,3401 Market St.,Philadelphia,Philadelphia,PA,19104,,,90817,,1930,2014,,106.3,264.2,,,,,1069.5,14.32330951,3325211,883072000
3600 Market St,Office,3600 Market St.,Philadelphia,Philadelphia,PA,19104,,,189262,,1930,2014,,78.5,234.5,,,,,1900.7,15.93769484,3325356,
3624 Market St,Office,3624 Market St.,Philadelphia,Philadelphia,PA,19124,,,225688,,1975,2014,41,90.8,282.7,,,,,2722.3,6.764648541,3326513,
Police Administration Building,Office,750 Race Street,Philadelphia,Philadelphia,PA,19106,,,126000,,1956,2014,5,191.4,492,,,,,2750.1,39.66111111,3339848,781379300
Eastwick Center/PA/Site #F166,Office,8800 TINICUM BLVD,Philadelphia,Philadelphia,PA,19153,39.88915,-75.244644,446812,,1990,2014,55,84.9,256.7,,,,,4953.5,14.65829029,3364475,883082000
178-3020 MARKET,Office,3020 MARKET STREET,Philadelphia,Philadelphia,PA,19104,,,254750,,1959,2014,26,147.1,388.2,,,,,3545,14.31638862,3365000,883071700
Fire Administration,Office,276 Spring Garden St,Philadelphia,Philadelphia,PA,19123,39.960785,-75.143222,50601,,1975,2014,22,106.9,335.5,,,,,723.8,20.71302939,3408212,781398000
2401 Walnut,Office,2401 Walnut Street,Philadelphia,Philadelphia,PA,19103,,,163836,,1925,2014,89,43.4,136.4,,,,,952.5,7.516663004,3417370,883039105
30th St.,Office,120 S. 30th St.,Philadelphia,Philadelphia,PA,19104,,,79200,,1917,2014,75,68.3,172.3,,,,,606.4,34.19318182,3443035,773717200
3615 Market St.,Office,3615 Market St.,Philadelphia,Philadelphia,PA,19104,,,20858,,1995,2014,,62.8,142.1,,,,,131,4.645699492,3479103,883073200
United Way,Office,1709 Benjamin Franklin Parkway,Philadelphia,Philadelphia,PA,19103,39.956086,-75.167976,75400,,1970,2014,77,83.8,213.7,,,,,715.9,15.60212202,3479871,772687010
3711 Market St.,Office,3711 Market St,Philadelphia,Philadelphia,PA,19104,,,155715,,2008,2014,1,256.9,739.2,,,,,4948.9,42.37356709,3479994,
801 Market Street,Office,801 Market Street,Philadelphia,Philadelphia,PA,19107,,,616379,,1909,2014,94,65.8,155.7,,,,,4335.2,8.160888025,3498314,882506315
Independence Blue Cross,Office,1901 Market Street,Philadelphia,Philadelphia,PA,19103,,,1011239,,1988,2014,77,95,241.6,,,,,8869.7,14.83487089,3505831,883034200
GLC 11310/1631 ARCH ST/PHILADELPHIA/PA,Office,1631 ARCH ST,Philadelphia,Philadelphia,PA,19103,39.954987,-75.167739,160661,,1905,2014,1,272.7,799.3,,,,,5546.3,24.34318223,3512076,772614000
GLC 12170/2000 S BROAD ST/PHILADELPHIA/PA,Office,2000 S BROAD ST,Philadelphia,Philadelphia,PA,19145,,,91810,,1905,2014,4,122.7,385.2,,,,,1507.8,14.1596776,3512078,773619000
GLC 13030/5160 LANCASTER AVE/PHILADELPHIA/PA,Office,5160 LANCASTER AVE,Philadelphia,Philadelphia,PA,19131,39.976715,-75.225755,52021,,1905,2014,2,127.5,400.4,,,,,887.9,2.748889871,3512079,774606005
GLC 13080/5650 CHESTNUT ST/PHILADELPHIA/PA,Office,5650 CHESTNUT ST,Philadelphia,Philadelphia,PA,19139,,,75676,,1905,2014,18,89.2,280,,,,,903.4,14.60172314,3512080,774605005
GLC 13090/3810 CHESTNUT ST/PHILADELPHIA/PA,Office,3810 CHESTNUT ST,Philadelphia,Philadelphia,PA,19104,,,75176,,1905,2014,3,140.3,406.5,,,,,1340.1,1.84899436,3512081,773620005
GLC 14010/8318 GERMANTOWN AVE/PHILADELPHIA/PA,Office,8318 GERMANTOWN AVE,Philadelphia,Philadelphia,PA,19118,40.074719,-75.204235,64512,,1905,2014,46,60.4,187.9,,,,,518.4,0.713045635,3512082,775619505
GLC 14340/3429 N 17TH ST/PHILADELPHIA/PA,Office,3429 N 17TH ST,Philadelphia,Philadelphia,PA,19140,40.006178,-75.156843,60607,,1905,2014,9,99.3,305.7,,,,,795.4,1.187981586,3512104,776615005
GLC 16600/423 S 17TH ST/PHILADELPHIA/PA,Office,423 S 17TH ST,Philadelphia,Philadelphia,PA,19146,,,59101,,1905,2014,1,221,693.9,,,,,1748.4,2.199624372,3512105,772614900
GLC 17012/2210 LOTT ST/PHILADELPHIA/PA,Office,2210 LOTT ST,Philadelphia,Philadelphia,PA,19115,40.085068,-75.025663,52043,,1905,2014,1,170.9,536.5,,,,,1190.3,24.8832696,3512106,778653010
GLC 17110/6468 N BROAD ST/PHILADELPHIA/PA,Office,6468 N BROAD ST,Philadelphia,Philadelphia,PA,19126,40.051608,-75.141929,57899,,1905,2014,33,71.9,225,,,,,556.1,20.98481839,3512108,776614005
GLC 17120/7254 RISING SUN AVE/PHILADELPHIA/PA,Office,7254 RISING SUN AVE,Philadelphia,Philadelphia,PA,19111,40.061105,-75.084201,55539,,1905,2014,1,159.7,501.3,,,,,1187,2.736815571,3512109,778655005
GLC 19008/4808 LEIPER ST/PHILADELPHIA/PA,Office,4808 LEIPER ST,Philadelphia,Philadelphia,PA,19124,40.019429,-75.08484,79883,,1905,2014,6,112.1,349.1,,,,,1192.1,3.16713193,3512110,778651005
GLC 19040/2514 EMERALD ST/PHILADELPHIA/PA,Office,2514 EMERALD ST,Philadelphia,Philadelphia,PA,19125,39.986015,-75.127025,57568,,1905,2014,,,,,,,,916.4,3.335186215,3512111,777633005
GLC 19070/160 W ERIE AVE/PHILADELPHIA/PA,Office,160 W ERIE AVE,Philadelphia,Philadelphia,PA,19140,,,60158,,1905,2014,89,42.6,133.9,,,,,343.4,13.08221683,3512112,777634005
GLC 19100/1601 JEFFERSON ST/PHILADELPHIA/PA,Office,1601 JEFFERSON ST,Philadelphia,Philadelphia,PA,19121,,,54931,,1905,2014,2,122.5,384.5,,,,,900.5,2.80351714,3512113,772616000
2.0 University Place,Office,30 N 41st Street,Philadelphia,Philadelphia,PA,19104,,,107589,,2013,2014,79,52.8,138.9,,,,,634.2,3.307029529,3522077,883073700
Two Liberty Place,Office,50 South 16th Street,Philadelphia,Philadelphia,PA,19102,,,1283937,,1990,2014,55,73.9,231.9,,,,,12695.5,16.38686322,3526160,883031800
230 S. Broad,Office,230 S. Broad St.,Philadelphia,Philadelphia,PA,19102,,,213276,,1908,2014,54,95.2,242,,,,,2248.9,22.98805304,3529858,883048000
The Bellevue,Office,200 South Broad Street,Philadelphia,Philadelphia,PA,19102,,,533393,,1904,2014,8,225.1,466.4,,,,,11172.2,58.03450739,3551776,883701000
1163-65 S. BROAD STREET,Office,1163-65 S. BROAD STREET,Philadelphia,Philadelphia,PA,19147,,,52258,,2012,2014,71,54.4,167.2,,,,,373.2,2.214015079,3569714,883359300
1300 W. LEHIGH AVENUE,Office,1300 W. LEHIGH AVENUE,Philadelphia,Philadelphia,PA,19132,39.993659,-75.152398,60000,,1964,2014,,6.1,13.6,,,,,36,5.586666667,3569731,882962800
123 S. Broad,Office,123 S. Broad St.,Philadelphia,Philadelphia,PA,19109,,,1094000,,1928,2014,,93.4,194.2,,,,,9489.6,21.52303473,3575688,883025600
21 S. 12th St.,Office,21 S. 12th St.,Philadelphia,Philadelphia,PA,19107,,,105890,,1896,2014,,,,,,,,,25.53498914,3578915,883017910
125 S. 9th St. (Sheridan Building),Office,125 S. 9th St.,Philadelphia,Philadelphia,PA,19107,,,97456,,1916,2014,77,57.8,176.8,,,,,735.3,14.58812182,3579797,883010900
1435 Walnut St. (Drexel Building),Office,1435 Walnut St.,Philadelphia,Philadelphia,PA,19102,,,56588,,1908,2014,,87.3,244.6,,,,,596.7,26.42786456,3582095,883038000
4023-4027 Chestnut St. (American Law Institute),Office,4025 Chestnut St.,Philadelphia,Philadelphia,PA,19104,,,66527,,1968,2014,60,122.5,262.3,,,,,665.5,19.58603274,3582170,773081005
417 N.8th Street,Office,417 N. 8th Street,Philadelphia,Philadelphia,PA,19123,,,106124,,1925,2014,86,71.8,139.1,,,,,665.9,31.85613056,3584130,883523050
American Red Cross - Humanitarian Services,Office,2221 Chestnut St.,Philadelphia,Philadelphia,PA,19103,,,80679,,1972,2014,68,78.6,185.3,,,,,632.6,12.27580907,3591160,883324100
1429-1433 Walnut St.,Office,1429-1433 Walnut St.,Philadelphia,Philadelphia,PA,19102,,,76989,,1916,2014,60,62.1,168.6,,,,,574.2,7.92710647,3596562,888008704
1500-1506 Walnut St.,Office,1500-1506 Walnut St.,Philadelphia,Philadelphia,PA,19102,,,329425,,1930,2014,56,110.4,257.3,,,,,3192.3,20.50997951,3596612,883040500
642 N. Broad St.,Office,642 N. Broad St.,Philadelphia,Philadelphia,PA,19130,,,278741,,1903,2014,88,55.5,141.3,,,,,1715.7,6.097416598,3596849,883524700
1211 Chestnut St.,Office,1211 Chestnut St.,Philadelphia,Philadelphia,PA,19107,,,100366,,1919,2014,77,69.1,168.9,,,,,760.9,10.13689895,3597401,883311500
215 S. Broad,Office,215 S. Broad St.,Philadelphia,Philadelphia,PA,19107,,,50456,,1930,2014,49,83.7,231.3,,,,,509.4,28.66656096,3597476,883026005
Girard Square (South),Office,1101-1153 Chestnut St. and 21 S. 12th St.,Philadelphia,Philadelphia,PA,19107,,,269726,,1896,2014,,90.9,191.4,,,,,2806.4,16.25019464,3619714,882495700
Girard Square (North),Office,1100-1142 Market St. and 34 S. 11th St.,Philadelphia,Philadelphia,PA,19107,,,407605,,1916,2014,,25.7,66.1,,,,,2012.2,9.59630034,3619725,883017900
1608 Walnut Street Associates LP,Office,1608 Walnut Street,Philadelphia,Philadelphia,PA,19103,,,161685,,1925,2014,81,64.2,170.2,,,,,1513.3,31.22429415,3619986,883332160
Philadelphia Opportunities Industrialization Center,Office,1239 N. Broad St.,Philadelphia,Philadelphia,PA,19121,,,100000,,1920,2014,73,51.5,132,,,,,517.3,9.348,3628711,771637000
Building 101 - CBRE,Office,4747 South Broad Street,Philadelphia,Philadelphia,PA,19112,,,75000,,1911,2014,65,71,156.2,,,,,519.3,15.10666667,3637467,788009900
Chest Pac Associates,Office,111 South 15th Street,Philadelphia,Philadelphia,PA,19102,,,182472,,1924,2014,40,110.5,347,,,,,2699.2,14.83624885,3637785,883324600
The Philadelphia Design Building,Office,2300 Chestnut Street,Philadelphia,Philadelphia,PA,19103,,,99556,,1910,2014,2,171.4,524.2,,,,,2209.1,3.49351119,3638043,883036500
Star Technical Academy,Office,2361-73 Welsh Rd.,Philadelphia,Philadelphia,PA,19114,,,51300,,1950,2014,95,48.6,152.6,,,,,333.7,19.61988304,3638910,883381115
Edison Building,Office,130 South 9th Street,Philadelphia,Philadelphia,PA,19107,,,244109,,1930,2014,57,89.2,203.7,,,,,2265.1,13.99211008,3641814,771021000
College Building,Office,1025 Walnut Street,Philadelphia,Philadelphia,PA,19107,,,191783,,1928,2014,2,296.3,550.3,,,,,4997.1,29.54641444,3641868,771020000
1420 Walnut,Office,1420 Walnut Street,Philadelphia,Philadelphia,PA,19102,,,108000,,1927,2014,63,81.2,219.4,,,,,1040.1,18.59166667,3642348,883039500
Curtis Building,Office,1015 Walnut Street,Philadelphia,Philadelphia,PA,19107,,,136566,,1928,2014,37,149.5,249.4,,,,,1631.1,29.50221871,3642349,771020000
Clear Channel Outdoor,Office,9130 State Road,Philadelphia,Philadelphia,PA,19136,40.04493,-74.996341,76145,,1961,2014,96,52.5,94.3,,,,,234.5,1.23317355,3642358,884265000
Nevil Building,Office,919 Walnut Street,Philadelphia,Philadelphia,PA,19107,,,135825,,1906,2014,76,70.9,161.2,,,,,998.6,9.302411191,3642429,771695000
Hamilton Building,Office,1001 Locust Street,Philadelphia,Philadelphia,PA,19107,,,232213,,2007,2014,54,129.6,290.8,,,,,1934,15.43712023,3643275,771016000
901 Walnut Street Building,Office,901 Walnut Street,Philadelphia,Philadelphia,PA,19107,,,85000,,2010,2014,40,194.3,303.2,,,,,1264.2,8.395294118,3643346,771017500
1401 Arch St.,Office,1401 Arch St.,Philadelphia,Philadelphia,PA,19102,,,178250,,1960,2014,42,75,235.3,,,,,1788.4,22.56269285,3644299,883056905
Monell Center,Office,3508 Market Street,Philadelphia,Philadelphia,PA,19104,,,61589,,1970,2014,,174.1,376.3,,,,,1069.8,9.165597753,3652506,774688100
Bourse Building,Office,111 S. Independence Mall East,Philadelphia,Philadelphia,PA,19106,39.950013,-75.149044,413228,,1895,2014,84,59.6,140.5,,,,,2566.7,14.18587317,3653104,883101010;883101510
Penn Tower,Office,1 Convention Avenue,Philadelphia,Philadelphia,PA,19104,39.948674,-75.192904,342000,,1972,2014,,141.7,353.7,,,,,4531.8,36.36842105,3662883,773512000
1528 Walnut,Office,1528 Walnut Street,Philadelphia,Philadelphia,PA,19102,,,206625,,1927,2014,81,82.1,190.2,,,,,1784.6,9.861826981,3663168,883041500
30 South 15th Associates,Office,30 South 15th Street,Philadelphia,Philadelphia,PA,19102,,,241854,,1985,2014,54,106.8,264.2,,,,,2792.9,16.72992797,3663256,883048700
Medical Tower Building,Office,255 South 17th Street,Philadelphia,Philadelphia,PA,19103,,,95000,,1930,2014,68,72.4,217.7,,,,,885.3,29.39684211,3679494,883051000
Land Title Building,Office,100 S. Broad St.,Philadelphia,Philadelphia,PA,19110,,,365000,,1890,2014,84,53.2,167.1,,,,,2600.2,17.69972603,3679592,883336000
