Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Record Number,BBL,Co-reported BBL Status,BBLs Co-reported,BINs,Borough,Number of Buildings
,Multifamily Housing,532 WEST 111 STREET,New York,New York,NY,10025,,,53093,53093,,2013,,71.2,100.9,,,227.5,58.6,286.1,33.84,4486,1018820054,,1018820054,1056914,Manhattan,1
,Multifamily Housing,527 CATHEDRAL PARKWAY,New York,New York,NY,10025,,,65822,63707,,2013,,89,114.5,89,114.4,369.1,59.6,428.7,40.64,4487,1018827501,,1018827501,1056918,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,72313,,2013,,100.8,162.2,100.8,162.2,283.4,158.6,442,,15251,1018837502,,1018837502,1056982,Manhattan,
,Multifamily Housing,2874 BROADWAY,New York,New York,NY,10025,,,123205,125550,,2013,,91.9,129,91.9,129,509,158.7,667.7,,4490,1018830059,,1018830059,1056988,Manhattan,1
,Other - Education,2880 BROADWAY,New York,New York,NY,10025,,,59018,59072,,2013,,161.6,474.2,161.6,474.2,53.6,700.5,754.1,,4492,1018840001,,1018840001,1056989,Manhattan,1
,Multifamily Housing,531 WEST 112 STREET,New York,New York,NY,10025,,,75569,57760,,2013,,3.1,8.8,3.1,8.8,1.4,12.5,13.9,37.46,4493,1018840011,,1018840011,1056992,Manhattan,1
,Residence Hall/Dormitory,523 WEST 112 STREET,New York,New York,NY,10025,,,54567,54567,,2013,100,3.1,8.6,3.1,8.6,1.4,11.4,12.8,,4494,1018840015,,1018840015,1056993,Manhattan,1
,Multifamily Housing,536 WEST 113 STREET,New York,New York,NY,10025,,,56780,56780,,2013,,64.8,71.6,64.8,71.6,264,13.4,277.4,31.49,4495,1018840048,,1018840048,1057005,Manhattan,1
,Residence Hall/Dormitory,2890 BROADWAY,New York,New York,NY,10025,,,91116,92046,,2013,57,120.4,174.1,119.8,173.5,596.6,180.1,776.7,,4496,1018840061,,1018840061,1057014,Manhattan,1
,Residence Hall/Dormitory,,New York,New York,NY,,,,,140056,,2013,84,36.3,114.1,36.3,114.1,0,414,414,,15254,1018857501,,1018857501,1057018,Manhattan,
,Residence Hall/Dormitory,,New York,New York,NY,,,,,49015,,2013,100,11.8,26.1,11.8,26.1,13.8,26.1,39.9,,15252,1018850007,,1018850007,1057021,Manhattan,
,Multifamily Housing,1080 AMSTERDAM AVENUE,New York,New York,NY,10025,,,89365,89273,,2013,,37.8,53.1,37.6,52.9,0,296,296,,4497,1018850029,,1018850029,1057031,Manhattan,1
,Medical Office,1084 AMSTERDAM AVENUE,New York,New York,NY,10025,,,149348,170640,,2013,53,189.8,289.9,,,1326.8,601.5,1928.3,,4498,1018850036,,1018850036,1057032,Manhattan,1
,Residence Hall/Dormitory,,New York,New York,NY,,,,,48608,,2013,97,19.7,58.8,19.7,58.8,3.8,72.1,75.9,,15253,1018850037,,1018850037,1057033,Manhattan,
,Multifamily Housing,514 WEST 114 STREET,New York,New York,NY,10025,,,57300,42352,,2013,,18.9,28.6,18.9,28.6,33,14.4,47.4,,4499,1018850040,,1018850040,1057034,Manhattan,1
,Residence Hall/Dormitory,520 WEST 114 STREET,New York,New York,NY,10025,,,57430,42128,,2013,100,19.4,34.8,19.4,34.8,27.7,23.8,51.5,,4500,1018850043,,1018850043,1057035,Manhattan,1
,Residence Hall/Dormitory,2910 BROADWAY,New York,New York,NY,10025,,,52624,72109,,2013,95,24.8,74.9,24.8,74.9,5.6,137.1,142.7,,4501,1018850061,,1018850061,1057049,Manhattan,1
,Multifamily Housing,755 WEST END AVENUE,New York,New York,NY,10025,,,98097,60000,,2013,,25.1,72.9,25.1,73,8.7,108.9,117.6,,4513,1018870022,,1018870022,1057060,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,90376,,2013,,82.7,112.7,82.7,112.7,449.9,99.4,549.3,,15255,1018877501,,1018877501,1057061;1057062,Manhattan,
,Multifamily Housing,250 RIVERSIDE DRIVE,New York,New York,NY,10025,,,107019,117506,,2013,,52.5,71.8,51.7,70.9,381.4,84.1,465.5,,4514,1018870040,,1018870040,1057065,Manhattan,1
,Multifamily Housing,771 WEST END AVENUE,New York,New York,NY,10025,,,116520,122346,,2013,,51.4,87.1,51.2,86.6,291,161.7,452.7,19.7,4515,1018870050,,1018870050,1057069;1808441,Manhattan,1
,Multifamily Housing,777 WEST END AVENUE,New York,New York,NY,10025,,,69590,69590,,2013,,81.9,114.3,,,348.4,83.9,432.3,,4516,1018870058,,1018870058,1057070,Manhattan,1
,Multifamily Housing,258 RIVERSIDE DRIVE,New York,New York,NY,10025,,,141460,145703,,2013,,56.4,99.2,56.2,99,396.2,234.7,630.9,,4517,1018870065,,1018870065,1057077,Manhattan,1
,Multifamily Housing,260 RIVERSIDE DRIVE,New York,New York,NY,10025,,,87941,87941,,2013,,83,114.3,,,453.6,102,555.6,,4518,1018880001,,1018880001,1057080,Manhattan,1
,Multifamily Housing,313 WEST 98 STREET,New York,New York,NY,10025,,,58300,65588,,2013,,66.5,88.5,66,87.8,274.8,53.3,328.1,,4519,1018880007,,1018880007,1057081,Manhattan,1
,Multifamily Housing,781 WEST END AVENUE,New York,New York,NY,10025,,,91615,91615,,2013,,,,,,462.7,,,31.6,4521,1018880015,,1018880015,1057082,Manhattan,1
,Multifamily Housing,789 WEST END AVENUE,New York,New York,NY,10025,,,106704,114326,,2013,,108.8,138.1,107.8,136.9,806.1,122,928.1,,4522,1018880025,,1018880025,1057083,Manhattan,1
,Multifamily Housing,310 WEST 99 STREET,New York,New York,NY,10025,,,96318,76784,,2013,,92.4,123.8,92,123.4,324.5,80,404.5,,4523,1018880031,,1018880031,1057084,Manhattan,1
,Multifamily Housing,270 RIVERSIDE DRIVE,New York,New York,NY,10025,,,119315,119315,,2013,,68.6,94.5,68.1,93.8,503.7,114.3,618,,4524,1018880043,,1018880043,1057086,Manhattan,1
,Multifamily Housing,801 WEST END AVENUE,New York,New York,NY,10025,,,111359,111359,,2013,,89.8,121.6,89.7,121.3,621.8,131.1,752.9,,4525,1018880067,,1018880067,1057090,Manhattan,1
,Multifamily Housing,300 WEST 100 STREET,New York,New York,NY,10025,,,116255,102056,,2013,,159.5,191.3,158.2,189.9,1111.3,117.2,1228.5,,4527,1018887503,,1018887503,1057091,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,149579,,2013,,22.5,31.4,22.5,31.4,205.1,49.3,254.4,,15256,1018887502,,1018887502,1057093,Manhattan,
,Multifamily Housing,276 RIVERSIDE DRIVE,New York,New York,NY,10025,,,153653,153653,,2013,,87.5,121.9,,,765.4,192.6,958,32.17,4526,1018880087,,1018880087,1057094,Manhattan,1
,Multifamily Housing,280 RIVERSIDE DRIVE,New York,New York,NY,10025,,,211041,211041,,2013,,65.7,91.5,61.7,87.5,847.3,202.2,1049.5,,4528,1018890001,,1018890001,1057127,Manhattan,1
,Multifamily Housing,825 WEST END AVENUE,New York,New York,NY,10025,,,198628,166832,,2013,,73.2,83.1,,,864.2,57.7,921.9,,4534,1018897501,,1018897501,1057135,Manhattan,1
,Multifamily Housing,839 WEST END AVENUE,New York,New York,NY,10025,,,55665,50892,,2013,,,,,,,,,,4529,1018890022,,1018890022,1057136,Manhattan,1
,Multifamily Housing,285 RIVERSIDE DRIVE,New York,New York,NY,10025,,,159770,168970,,2013,,70.2,93.7,68,91.3,751.6,146.7,898.3,24.73,4530,1018890036,,1018890036,1057146,Manhattan,1
,Multifamily Housing,290 RIVERSIDE DRIVE,New York,New York,NY,10025,,,106763,106763,,2013,,66.2,90.5,66.2,90.5,439.3,95.8,535.1,20.6,4531,1018890040,,1018890040,1057147,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,194091,,2013,,79,118.7,78.2,117.5,883.5,287.7,1171.2,,15257,1018897502,,1018897502,1057155,Manhattan,
,Multifamily Housing,295 RIVERSIDE DRIVE,New York,New York,NY,10025,,,94804,94804,,2013,,68.8,96.1,68.7,95.8,398.2,96,494.2,32.58,4532,1018890072,,1018890072,1057167,Manhattan,1
,Multifamily Housing,300 RIVERSIDE DRIVE,New York,New York,NY,10025,,,190890,204525,,2013,,,,,,,,,23.42,4535,1018900001,,1018900001,1057175,Manhattan,1
,Multifamily Housing,865 WEST END AVENUE,New York,New York,NY,10025,,,143604,157677,,2013,,76.4,103.3,75.9,102.6,559.8,142.3,702.1,,4536,1018900015,,1018900015,1057181,Manhattan,1
,Multifamily Housing,871 WEST END AVENUE,New York,New York,NY,10025,,,158615,169189,,2013,,74.2,101.3,73.7,100.7,788.6,170.2,958.8,36.65,4537,1018900024,,1018900024,1057182,Manhattan,1
,Multifamily Housing,308 WEST 103 STREET,New York,New York,NY,10025,,,63550,66092,,2013,,83.7,115.7,81.9,113.6,343.9,78.6,422.5,,4538,1018900028,,1018900028,1057183,Manhattan,1
,Multifamily Housing,305 RIVERSIDE DRIVE,New York,New York,NY,10025,,,126785,126785,,2013,,63.4,91.8,63.4,91.6,472.7,133.6,606.3,26.34,4539,1018900036,,1018900036,1057187,Manhattan,1
,Multifamily Housing,310 RIVERSIDE DRIVE,New York,New York,NY,10025,,,204463,196229,,2013,,107.7,153.6,107.5,153.2,1274.2,336.5,1610.7,,4540,1018900040,,1018900040,1057188,Manhattan,1
,Multifamily Housing,885 WEST END AVENUE,New York,New York,NY,10025,,,97857,106011,,2013,,86.1,117.9,85.6,117.2,544.4,122.9,667.3,,4541,1018900053,,1018900053,1057197,Manhattan,1
,Multifamily Housing,895 WEST END AVENUE,New York,New York,NY,10025,,,119228,129164,,2013,,52,72.2,51.7,71.7,412.4,96.4,508.8,,4542,1018900061,,1018900061,1057198,Manhattan,1
,Multifamily Housing,306 WEST 104 STREET,New York,New York,NY,10025,,,51414,56555,,2013,,74.2,98,,,242.3,47.9,290.2,,4543,1018900064,,1018900064,1057200,Manhattan,1
,Multifamily Housing,314 RIVERSIDE DRIVE,New York,New York,NY,10025,,,128461,137144,,2013,,66.5,93.4,66.5,93.2,553.7,136.8,690.5,,4544,1018900073,,1018900073,1057207,Manhattan,1
,Multifamily Housing,320 RIVERSIDE DRIVE,New York,New York,NY,10025,,,165372,190050,,2013,,57,83.3,55.8,82,590.4,183.1,773.5,,4545,1018910001,,1018910001,1057209,Manhattan,1
,Multifamily Housing,905 WEST END AVENUE,New York,New York,NY,10025,,,132377,136348,,2013,,68.8,100,68.8,100.1,559.8,159,718.8,,4550,1018917502,,1018917502,1057215,Manhattan,1
,Multifamily Housing,915 WEST END AVENUE,New York,New York,NY,10025,,,118591,118750,,2013,,79.7,105.5,79.1,104.8,600.2,112.9,713.1,,4547,1018910026,,1018910026,1057216,Manhattan,1
,Multifamily Housing,325 RIVERSIDE DRIVE,New York,New York,NY,10025,,,74899,74899,,2013,,76.4,107.3,76.4,107.1,252.3,78.9,331.2,,4548,1018910035,,1018910035,1057225,Manhattan,1
,Multifamily Housing,305 WEST 104 STREET,New York,New York,NY,10025,,,62605,62605,,2013,,81.2,107.1,80.8,106.6,316,59.1,375.1,,4546,1018910011,,1018910011,1057241,Manhattan,1
,Multifamily Housing,310 WEST 106 STREET,New York,New York,NY,10025,,,93293,93293,,2013,,86.7,114.8,,,512.8,96.8,609.6,38.72,4549,1018910062,,1018910062,1057245,Manhattan,1
,Multifamily Housing,340 RIVERSIDE DRIVE,New York,New York,NY,10025,,,124351,132000,,2013,,50.3,74.4,50.2,74.2,383.3,118.9,502.2,32.04,4551,1018920001,,1018920001,1057257,Manhattan,1
,Multifamily Housing,311 WEST 106 STREET,New York,New York,NY,10025,,,95175,111236,,2013,,55.3,79.9,55,79.5,363.7,101.9,465.6,25.12,4552,1018920006,,1018920006,1057259,Manhattan,1
,Multifamily Housing,941 WEST END AVENUE,New York,New York,NY,10025,,,75524,83523,,2013,,57.8,80.2,57.7,80.1,296.2,69.5,365.7,30.34,4553,1018920013,,1018920013,1057263,Manhattan,1
,Multifamily Housing,345 RIVERSIDE DRIVE,New York,New York,NY,10025,,,75600,88200,,2013,,62.4,81.4,62,81,354.6,61.6,416.2,,4554,1018920032,,1018920032,1057273,Manhattan,1
,Multifamily Housing,300 WEST 108 STREET,New York,New York,NY,10025,,,109845,113140,,2013,,87.1,115.9,85.9,114.7,630.7,120.7,751.4,,4555,1018920049,,1018920049,1057285,Manhattan,1
,Multifamily Housing,355 RIVERSIDE DRIVE,New York,New York,NY,10025,,,61344,63184,,2013,,90.5,117,90,116.5,368.1,61.7,429.8,31.12,4556,1018920064,,1018920064,1057291,Manhattan,1
,Multifamily Housing,360 RIVERSIDE DRIVE,New York,New York,NY,10025,,,53297,53295,,2013,,70.8,99.5,,,230.7,57,287.7,,4557,1018930001,,1018930001,1057298,Manhattan,1
,Multifamily Housing,362 RIVERSIDE DRIVE,New York,New York,NY,10025,,,124458,107890,,2013,,20.4,61.9,20.4,61.9,5.8,170.2,176,,4558,1018930003,,1018930003,1057299,Manhattan,1
,Multifamily Housing,301 WEST 108 STREET,New York,New York,NY,10025,,,179274,170000,,2013,,63.3,94.6,63.2,94.3,624.8,198.6,823.4,,4561,1018937501,,1018937501,1057305,Manhattan,2
,Multifamily Housing,370 RIVERSIDE DRIVE,New York,New York,NY,10025,,,132981,141292,,2013,,60.5,87,60.4,86.6,515.2,139.6,654.8,30.08,4559,1018930032,,1018930032,1057312,Manhattan,1
,Multifamily Housing,375 RIVERSIDE DRIVE,New York,New York,NY,10025,,,145480,375000,,2013,,30.2,41.4,28.6,39.7,707.4,156.5,863.9,,4560,1018930035,,1018930035,1057313,Manhattan,1
,Multifamily Housing,610 CATHEDRAL PARKWAY,New York,New York,NY,10025,,,103749,103677,,2013,,90.1,121.6,89.4,120.7,591.2,121.3,712.5,31.9,4562,1018937502,,1018937502,1057317,Manhattan,1
,Multifamily Housing,380 RIVERSIDE DRIVE,New York,New York,NY,10025,,,187588,187588,,2013,,33.1,59.4,33,59.1,287.3,185.9,473.2,,4563,1018940001,,1018940001,1057319,Manhattan,1
,Hotel,2841 BROADWAY,New York,New York,NY,10025,,,164315,63460,,2013,,118.7,177.8,118.2,177.3,1079.6,357.5,1437.1,,4564,1018940011,,1018940011,1057320,Manhattan,1
,Multifamily Housing,390 RIVERSIDE DRIVE,New York,New York,NY,10025,,,157300,167786,,2013,,52.7,73.8,51.7,72.7,533.8,131.4,665.2,,4565,1018940031,,1018940031,1057323,Manhattan,1
,K-12 School,602 WEST 112 STREET,New York,New York,NY,10025,,,212000,176000,,2013,100,29.7,45.2,,,215.3,95.7,311,,4566,1018940056,,1018940056,1057331,Manhattan,1
,Multifamily Housing,395 RIVERSIDE DRIVE,New York,New York,NY,10025,,,151912,151912,,2013,,66.1,100.8,66,100.5,504,192.5,696.5,,4567,1018940067,,1018940067,1057332,Manhattan,1
,Multifamily Housing,400 RIVERSIDE DRIVE,New York,New York,NY,10025,,,78701,93365,,2013,,67.2,91.8,65.9,90.6,389,85.3,474.3,,4569,1018950001,,1018950001,1057333,Manhattan,1
,Multifamily Housing,2881 BROADWAY,New York,New York,NY,10025,,,59131,54100,,2013,,,,,,0,0,0,,4570,1018950016,,1018950016,1057336,Manhattan,1
,Residence Hall/Dormitory,2891 BROADWAY,New York,New York,NY,10025,,,88332,96324,,2013,,,,,,0,0,0,,4571,1018950023,,1018950023,1057337,Manhattan,1
,Other - Education,,New York,New York,NY,,,,,52544,,2013,,390.4,539.2,390.4,539.2,967.9,268.6,1236.5,,15259,1018950032,,1018950032,1057343,Manhattan,
,Multifamily Housing,404 RIVERSIDE DRIVE,New York,New York,NY,10025,,,102951,106039,,2013,,71.8,101.7,71.2,100.9,333.1,108.7,441.8,,4572,1018950038,,1018950038,1057344,Manhattan,1
,Multifamily Housing,410 RIVERSIDE DRIVE,New York,New York,NY,10025,,,108401,105355,,2013,,56.9,72.5,57,72.5,389.5,59.9,449.4,,4573,1018950039,,1018950039,1057345,Manhattan,1
,Multifamily Housing,2901 BROADWAY,New York,New York,NY,10025,,,178897,188572,,2013,,,,,,0,0,0,,4574,1018950055,,1018950055,1057350,Manhattan,1
,Multifamily Housing,417 RIVERSIDE DRIVE,New York,New York,NY,10025,,,69485,74448,,2013,,89.1,116.4,88.6,115.9,426.6,74.8,501.4,,4575,1018950076,,1018950076,1057358,Manhattan,1
,Multifamily Housing,420 RIVERSIDE DRIVE,New York,New York,NY,10025,,,138633,148535,,2013,,97.1,133.8,96.6,133.3,872.7,200.6,1073.3,,4576,1018960001,,1018960001,1057365,Manhattan,1
,Multifamily Housing,425 RIVERSIDE DRIVE,New York,New York,NY,10025,,,263040,263040,,2013,,74.4,104.2,74.3,103.9,1191.3,290.6,1481.9,33.24,4579,1018960043,,1018960043,1057372,Manhattan,1
,Residence Hall/Dormitory,431 RIVERSIDE DRIVE,New York,New York,NY,10025,,,60158,68096,,2013,90,66.4,89.9,66.1,89.6,268.4,58.2,326.6,,4580,1018960047,,1018960047,1057373,Manhattan,1
,Multifamily Housing,2941 BROADWAY,New York,New York,NY,10025,,,126478,113232,,2013,,49.9,56.5,49.9,56.5,388.8,25.2,414,52.22,4582,1018960065,,1018960065,1057379,Manhattan,1
,Other,600 WEST 116 STREET,New York,New York,NY,10027,,,92348,99000,,2013,,203.3,280.6,202,279.3,903.4,258.9,1162.3,,4583,1018960072,,1018960072,1057380,Manhattan,1
,Multifamily Housing,602 WEST 116 STREET,New York,New York,NY,10027,,,73800,63480,,2013,,106.2,113.9,105.4,113.2,485.5,15.7,501.2,67.05,4584,1018960074,,1018960074,1057381,Manhattan,1
,Residence Hall/Dormitory,616 WEST 116 STREET,New York,New York,NY,10027,,,63500,59000,,2013,25,149.3,220.2,148.4,219.3,372.6,145.6,518.2,55.64,4585,1018960080,,1018960080,1057384,Manhattan,1
,Residence Hall/Dormitory,620 WEST 116 STREET,New York,New York,NY,10027,,,62250,59000,,2013,65,97.9,139.2,97.9,139.2,255.4,83.7,339.1,39.48,4586,1018960083,,1018960083,1057385,Manhattan,1
,Multifamily Housing,435 RIVERSIDE DRIVE,New York,New York,NY,10025,,,61819,52740,,2013,,52.6,61,52.6,61.1,189,15.5,204.5,34.3,4587,1018960087,,1018960087,1057386,Manhattan,1
,Multifamily Housing,2931 BROADWAY,New York,New York,NY,10025,,,69280,69280,,2013,,97,123.8,96.3,123,439.2,68.2,507.4,,4588,1018967501,,1018967501,1057388,Manhattan,1
,Multifamily Housing,1921 ADAM C POWELL BLVD,New York,New York,NY,10026,,,205030,205030,,2013,,75.3,84.2,,,1103.9,63.6,1167.5,,4590,1019010001,,1019010001,1057392,Manhattan,1
,Multifamily Housing,101 WEST 117 STREET,New York,New York,NY,10026,,,87940,36269,,2013,,70.7,141.3,70.4,141,74.3,94.7,169,,4592,1019027501,,1019027501,1057433,Manhattan,1
,Other - Entertainment/Public Assembly,,New York,New York,NY,,,,,78942,,2013,,75.4,236.8,75.4,236.8,0,484.5,484.5,,15260,1019090009,,1019090009,1057819,Manhattan,
,Office,132 WEST 125 STREET,New York,New York,NY,10027,,,121000,120000,,2013,,40.5,79.8,40.3,79.7,197.9,178.2,376.1,21.36,4593,1019090012,,1019090012,1057820,Manhattan,1
,Multifamily Housing,485 LENOX AVENUE,New York,New York,NY,10037,,,157728,157728,,2013,,,,,,,,,0.38,4596,1019190026,,1019190026,1058249,Manhattan,1
,Hotel,,New York,New York,NY,,,,,70499,,2013,,274.1,451.4,273,450.5,914.5,463.2,1377.7,,15264,1019190053,,1019190053,1058250,Manhattan,
,Multifamily Housing,2321 ADAM C POWELL BLVD,New York,New York,NY,10030,,,94680,103958,,2013,,80.7,121.6,80.2,120.7,348,149.1,497.1,101.83,4598,1019210001,,1019210001,1058309,Manhattan,1
,Multifamily Housing,121 ST NICHOLAS AVENUE,New York,New York,NY,10026,,,55230,55230,,2013,,112.4,163.6,111.8,162.6,354.4,104.7,459.1,,4599,1019220024,,1019220024,1058377,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,86500,,2013,,35.4,100,35.4,100.1,24.2,211.8,236,,15265,1019220041,,1019220041,1058378,Manhattan,
,Multifamily Housing,257 WEST 117 STREET,New York,New York,NY,10026,,,87400,99886,,2013,,32.3,72.5,32.3,72.6,73.3,150.1,223.4,20.89,4602,1019237501,,1019237501,1058390,Manhattan,1
,Multifamily Housing,163 ST NICHOLAS AVENUE,New York,New York,NY,10026,,,74087,77791,,2013,,,,,,,,,45.31,4604,1019247501,,1019247501,1058418,Manhattan,1
,Multifamily Housing,163 ST NICHOLAS AVENUE,New York,New York,NY,10026,,,74087,,,2013,,,,,,269.8,152.2,422,,4605,1019247501,,1019247501,1058418,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,32550,,2013,,138.2,197.8,,,195.2,66.7,261.9,,15266,1019250015,,1019250015,1058446,Manhattan,
,Office,2082 ADAM C POWELL BLVD,New York,New York,NY,10027,,,163440,189355,,2013,92,59.3,141.8,,,296.9,592.7,889.6,5.93,4608,1019300030,,1019300030,1058640,Manhattan,1
,Retail Store,208 WEST 125 STREET,New York,New York,NY,10027,,,67680,67725,,2013,71,65,187.9,,,28,315.4,343.4,14.55,4609,1019300037,,1019300037,1058641,Manhattan,1
,Other - Entertainment/Public Assembly,253 WEST 125 STREET,New York,New York,NY,10027,,,59020,64400,,2013,,,,,,,,,,4610,1019310010,,1019310010,1058654,Manhattan,1
,Multifamily Housing,2450 FREDRICK DOUGLASS BL,New York,New York,NY,10027,,,59880,62874,,2013,,,,,,,,,,4613,1019370001,,1019370001,1058687,Manhattan,1
,Multifamily Housing,2450 FREDRICK DOUGLASS BL,New York,New York,NY,10027,,,59880,61880,,2013,,85.2,203.6,83.6,199,100.3,274.9,375.2,,4614,1019370001,,1019370001,1058687,Manhattan,1
,Multifamily Housing,220 WEST 133 STREET,New York,New York,NY,10030,,,174040,174040,,2013,,102.6,129.4,101.8,128.5,1157.7,170,1327.7,51.21,4615,1019380050,,1019380050,1058795,Manhattan,1
,Multifamily Housing,,New York,New York,NY,,,,,66936,,2013,,87.7,130.1,87,129.1,247.1,99,346.1,,15268,1019437502,,1019437502,1059038;1059039;1059040;1059041,Manhattan,
,Multifamily Housing,400 MANHATTAN AVENUE,New York,New York,NY,10026,,,69665,69665,,2013,,113.8,153.8,,,487.6,102.8,590.4,131.17,4618,1019440018,,1019440018,1059061,Manhattan,1
,Multifamily Housing,50 MORNINGSIDE AVENUE,New York,New York,NY,10026,,,57148,57148,,2013,,109.7,157.8,,,365.5,102.1,467.6,87.62,4621,1019450061,,1019450061,1059109,Manhattan,1
,Multifamily Housing,540 MANHATTAN AVENUE,New York,New York,NY,10027,,,60768,69883,,2013,,,,,,,105.5,,,4632,1019490047,,1019490047,1059241,Manhattan,1
,Multifamily Housing,565 MANHATTAN AVENUE,New York,New York,NY,10027,,,112000,112000,,2013,,84.8,130.9,84.7,130.5,385.1,182.4,567.5,,4633,1019500014,,1019500014,1059273,Manhattan,1
,Multifamily Housing,258 ST NICHOLAS AVENUE,New York,New York,NY,10027,,,81213,89334,,2013,,70.4,117.8,70,117.4,234,152.6,386.6,20.99,4635,1019507501,,1019507501,1059274,Manhattan,1
,Multifamily Housing,270 ST NICHOLAS AVENUE,New York,New York,NY,10027,,,65706,73276,,2013,,45,141.4,44.8,140.8,0,268.5,268.5,,4634,1019500041,,1019500041,1059276,Manhattan,1
,Multifamily Housing,281 ST NICHOLAS AVENUE,New York,New York,NY,10027,,,50706,59157,,2013,,100.5,117.1,,,408.6,35.2,443.8,,4637,1019510014,,1019510014,1059297,Manhattan,1
,Multifamily Housing,320 ST NICHOLAS AVENUE,New York,New York,NY,10027,,,59464,67464,,2013,,35.8,74.5,35.7,74.3,64.9,96.9,161.8,,4638,1019520043,,1019520043,1059317,Manhattan,1
,Multifamily Housing,321 ST NICHOLAS AVENUE,New York,New York,NY,10027,,,65598,73962,,2013,,103,148.3,,,329.2,115.4,444.6,48.31,4639,1019520051,,1019520051,1059318,Manhattan,1
