Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),ENERGY STAR Certification Years,Tax Parcel
Street Light Yard,"Repair Services (Vehicle, Shoe, Locksmith, etc)",327 Forest Hills Street,Boston,Suffolk,MA,2130,,,4320,,2000,2014,,200,,,,,,72.2,2.36,,
The Forbes Building,Multifamily Housing,545 Centre Street,Boston,Suffolk,MA,2130,,,88616,,1976,2014,30,117.5,,,,,,832.7,49.64,,1901974000
Walnut Washington,Multifamily Housing,3228 Washington Street,Boston,Suffolk,MA,2130,,,82000,,1920,2014,44,98.6,,,,,,476.5,,,1101620000;1101647000;1101648000;1101652000;1102293000
Woodbourne Housing LP,Multifamily Housing,6 Southbourne Road,Boston,Suffolk,MA,2130,,,64667,,1979,2014,92,56.8,,,,,,219.4,34.55,,1904952000
0004 Roslindale,Supermarket/Grocery Store,950 American Legion Hgwy,Boston,Suffolk,MA,2131,,,38694,,2001,2014,42,248.7,,,,,,779.6,,,1807323000
Animal Control Shelter,Other,26 Mahler Rd,Boston,Suffolk,MA,2131,,,10000,,2000,2014,,176.6,,,,,,112,1.14,,
BARRON,K-12 School,515 Hyde Park Ave.,Boston,Suffolk,MA,2131,,,14700,,1969,2014,57,76.3,,,,,,83.7,1.03,,
BATES,K-12 School,426 Beech St.,Boston,Suffolk,MA,2131,,,27936,,1929,2014,88,72.4,,,,,,122.1,1.48,,
Blue Ledge Co-op,Multifamily Housing,15 Blue Ledge Drive,Boston,Suffolk,MA,2131,,,69335,,1995,2014,,,,,,,,0,,,1806016300
Brooke Charter School Roslindale,K-12 School,190 Cummins Highway,Boston,Suffolk,MA,2131,,,63221,,1916,2014,,60.3,,,,,,298.8,12.85,,1903799000
CONLEY,K-12 School,450 Poplar St.,Boston,Suffolk,MA,2131,,,25281,,1932,2014,90,68.8,,,,,,106.5,1.21,,
Cummins Towers,Multifamily Housing,950 Canterbury Street,Boston,Suffolk,MA,2131,,,206955,,1900,2014,72,107.3,,,,,,1234.8,60.6,,1806659000
Dale Village Condo Trust,Multifamily Housing,25 Harrison St,Boston,Suffolk,MA,2131,,,191967,,1900,2014,100,10.7,,,,,,198.4,27.28,,1903888000
Engine 53,Fire Station,945 Canterbury St,Boston,Suffolk,MA,2131,,,18644,,2000,2014,,92.9,,,,,,112.1,2.45,,
Flaherty Pool,Other - Recreation,160 Florence St,Boston,Suffolk,MA,2131,,,15000,,2000,2014,,360.8,,,,,,354.2,8.33,,
Florence Apartments,Multifamily Housing,"84-90, 92-106, 108-130, 132-154, 156-166 Fawndale Road",Boston,Suffolk,MA,2131,,,145643,,1968,2014,95,83.7,,,,,,655.7,77.56,,1903232000
Franklin Park Maintenance Shed,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Morton St and Canterbury St,Boston,Suffolk,MA,2131,,,3600,,1905,2014,,,,,,,,,,,
Franklin Park Ranger Office,Office,Morton St and Canterbury St,Boston,Suffolk,MA,2131,,,1400,,1905,2014,,,,,,,,,,,
Franklin Park Ranger Stables,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Morton St and Canterbury St,Boston,Suffolk,MA,2131,,,4500,,1905,2014,,26.1,,,,,,11.4,,,
Franklin Park Trades Office,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Morton St and Canterbury St,Boston,Suffolk,MA,2131,,,10000,,1905,2014,,113.2,,,,,,109.5,,,
HALEY,K-12 School,570 American Legion HWY.,Boston,Suffolk,MA,2131,,,38993,,1971,2014,84,59,,,,,,157.5,1.38,,
Hebrew Rehabilitation Center,Hospital (General Medical & Surgical),1200 Centre St,Boston,Suffolk,MA,2131,,,419575,,1963,2014,91,182.4,,,,,,5215,,,
IRVING,K-12 School,105 Cummins HWY,Boston,Suffolk,MA,2131,,,110370,,1936,2014,94,50.3,,,,,,343.9,0.58,,
Menino Community Center,Other - Recreation,125 Brookway Rd,Boston,Suffolk,MA,2131,,,12000,,2000,2014,,72.7,,,,,,56.1,0.54,,
MOZART,K-12 School,236 Beech St.,Boston,Suffolk,MA,2131,,,16248,,1932,2014,96,57,,,,,,58,1.58,,
PHILBRICK,K-12 School,40 Philbrick St.,Boston,Suffolk,MA,2131,,,20062,,1913,2014,95,55.9,,,,,,72,1.75,,
Roslindale Branch,Library,4246 Washington St,Boston,Suffolk,MA,2131,,,13600,,2000,2014,,79.6,,,,,,73.2,3.17,,
Roslindale Community Center,Social/Meeting Hall,6 Cummins Highway,Boston,Suffolk,MA,2131,,,36960,,2000,2014,,59.6,,,,,,139.1,0.56,,
Roslindale Senior Housing Corp.,Other - Lodging/Residential,120 Poplar Street,Boston,Suffolk,MA,2131,,,58153,,1987,2014,,167,,,,,,702.9,50.61,,
Stony Brook Commons,Multifamily Housing,390 Blue Ledge Drive,Boston,Suffolk,MA,2131,,,459000,,1900,2014,97,73.2,,,,,,1854.5,58.07,,
SUMNER,K-12 School,15 Basile St.,Boston,Suffolk,MA,2131,,,49105,,1931,2014,100,25.7,,,,,,87.3,0.81,,
Washington St,Other - Recreation,4210 Washington St,Boston,Suffolk,MA,2131,,,40000,,2000,2014,,13.9,,,,,,53.8,,,
07577-West Roxbury,Supermarket/Grocery Store,75 Spring Street,Boston,Suffolk,MA,2132,,,54846,,1999,2014,40,284.1,,,,,,1220,10.23,,
"1459 Realty Ventures, LLC",Multifamily Housing,1459-1461 VFW Parkway,Boston,Suffolk,MA,2132,,,90437,,1968,2014,59,83.6,,,,,,444.5,49.78,,2010637001
Archives Building,Non-Refrigerated Warehouse,201 Rivermoor St,Boston,Suffolk,MA,2132,,,119454,,2000,2014,80,47.7,,,,,,302.8,0.48,,
BEETHOVEN,K-12 School,5125 Washington St.,Boston,Suffolk,MA,2132,,,37452,,1925,2014,95,55.7,,,,,,128.9,2.42,,
Belgrade Place LLC,Multifamily Housing,446 Belgrade Ave,Boston,Suffolk,MA,2132,,,65574,,2012,2014,1,106,,,,,,409.9,29.52,,
BPD Backup Tower,"Repair Services (Vehicle, Shoe, Locksmith, etc)",64 Bellevue Hill Rd,Boston,Suffolk,MA,2132,,,10200,,1905,2014,,7.1,,,,,,7,,,
Cheriton Grove LP,Multifamily Housing,20 Cheriton Road,Boston,Suffolk,MA,2132,,,44390,,1986,2014,52,66.6,,,,,,201.1,34.63,,2011777000
Cheriton Heights LP,Multifamily Housing,18 Cheriton Road,Boston,Suffolk,MA,2132,,,80340,,2012,2014,90,44,,,,,,253.5,17.47,,2011777010
District 6 Yard,Other,315 Gardner St,Boston,Suffolk,MA,2132,,,3000,,2000,2014,,79.2,,,,,,23,4.5,,
Draper Pool,Other - Recreation,5279 Washington St,Boston,Suffolk,MA,2132,,,12780,,2000,2014,,,,,,,,,3.05,,
E-05 Station,Police Station,1708 Centrer St,Boston,Suffolk,MA,2132,,,14290,,2000,2014,,233.4,,,,,,220.4,2.27,,
Edgemere Green,Multifamily Housing,110-154 Edgemere Road,Boston,Suffolk,MA,2132,,,170854,,1967,2014,86,52.3,,,,,,608,,,
Engine 30,Fire Station,1940 Centre St,Boston,Suffolk,MA,2132,,,9600,,2000,2014,,119.6,,,,,,72.9,2.54,,
Engine 55,Fire Station,5115 WASHINGTON ST,Boston,Suffolk,MA,2132,,,17912,,2000,2014,,73.4,,,,,,84.5,,,
Highview Park Condo,Other - Lodging/Residential,4975 Washington Street,Boston,Suffolk,MA,2132,,,99456,,1986,2014,,50.5,,,,,,326.5,37.6,,2002964000
Hillview Condominium Trust,Other - Lodging/Residential,5050 Washington Street,Boston,Suffolk,MA,2132,,,88818,,1983,2014,,54.3,,,,,,306.6,31.98,,2012245000
Holy Name Parish School,K-12 School,535 West Roxbury Parkway,Boston,Suffolk,MA,2132,,,123000,,1953,2014,,,,,,,,0,5.35,,2005897000
Home Depot,Retail Store,1213 VFW Parkway,Boston,Suffolk,MA,2132,,,102849,,1994,2014,68,83.5,,,,,,699.1,7.34,,2009216400
KILMER,K-12 School,35 Baker St.,Boston,Suffolk,MA,2132,,,25068,,1935,2014,93,57.5,,,,,,92,1.32,,
LYNDON,K-12 School,170 Russett Rd.,Boston,Suffolk,MA,2132,,,24708,,,2014,94,57.5,,,,,,89.3,0.47,,
Ohrenberger School,K-12 School,175 West Boundary Rd,Boston,Suffolk,MA,2132,,,111592,,1972,2014,50,85.6,,,,,,607.5,0.86,,
PHS-Spaulding Rehabilitation Hospital - West Roxbury,Hospital (General Medical & Surgical),1245 Centre Street,Boston,Suffolk,MA,2132,,,71242,,1980,2014,100,141.8,,,,,,512.4,,,
Prime Motor Group,Automobile Dealership,1525-1607 VFW Parkway,Boston,Suffolk,MA,2132,,,150000,,2005,2014,,28.7,,,,,,416.1,8.96,,2010643010
Ridgecrest Terrace,Multifamily Housing,5120 Washington Street,Boston,Suffolk,MA,2132,,,174104,,1970,2014,,,,,,,,,,,
Roche Community Center,Social/Meeting Hall,1716 CENTRE ST,Boston,Suffolk,MA,2132,,,18600,,2000,2014,,80.6,,,,,,99.9,0.68,,
Rockingham Glen,Multifamily Housing,30 Rockingham Ave,Boston,Suffolk,MA,2132,,,142900,,1974,2014,82,68,,,,,,620.5,34.57,,2003041000
Roxbury Home for Aged,Senior Care Community,1205 Centre Street,Boston,Suffolk,MA,2132,,,10200,,2006,2014,1,921,,,,,,578.3,289.18,,2003597001
SHAW RG,K-12 School,20 Mt. Vernon St.,Boston,Suffolk,MA,2132,,,93374,,1919,2014,94,52.7,,,,,,300.6,0.8,,
The Roxbury Latin School,K-12 School,101 St. Theresa Avenue,Boston,Suffolk,MA,2132,,,181272,,1928,2014,78,57.1,,,,,,694.6,28.77,,2003263000
West Roxbury Branch,Library,1961 Centre St,Boston,Suffolk,MA,2132,,,23193,,2000,2014,,58.9,,,,,,89.1,1.73,,
WEST ROXBURY HS,K-12 School,1205 VFW PKWY,Boston,Suffolk,MA,2132,,,227030,,1976,2014,25,101.9,,,,,,1490.2,0.88,,
119,Office,119 Braintree Street,Boston,Suffolk,MA,2134,,,140974,,1908,2014,99,36.4,,,,,,399.1,4.52,,2201867000
15 N. Beacon Street Condominium Trust,Multifamily Housing,15 N. Beacon Street,Boston,Suffolk,MA,2134,,,228988,,1989,2014,32,130.7,,,,,,1159.4,8.45,,2201749000
214 LINCOLN STREET,Office,214 LINCOLN STREET,Boston,Suffolk,MA,2134,,,84000,,1986,2014,,46,,,,,,302.5,11.55,,2201328000
Comaven Housing: Comaven Housing,Multifamily Housing,1399 Commonwealth Avenue,Boston,Suffolk,MA,2134,,,64946,,1974,2014,50,94.7,,,,,,456.3,89.6,,2101105000
Comm/Griggs,Multifamily Housing,"1298-1302 Commonwealth Ave, 8 Griggs St.",Boston,Suffolk,MA,2134,,,151298,,1935,2014,99,38.9,,,,,,352.3,3.12,,
District 4 Yard,"Repair Services (Vehicle, Shoe, Locksmith, etc)",315 WESTERN AV,Boston,Suffolk,MA,2134,,,3048,,2000,2014,,187.5,,,,,,44,2.62,,
Doubletree Suites,Hotel,400 Soldiers Field Rd,Boston,Suffolk,MA,2134,,,244038,,1990,2014,,71.2,,,,,,1390.8,73.39,,2200102000
Engine 41,Fire Station,460 Cambridge St,Boston,Suffolk,MA,2134,,,12696,,2000,2014,,139.5,,,,,,119.7,2.5,,
FAS - Beren Tennis Pavilion,Other - Recreation,71 North Harvard Street,Boston,Suffolk,MA,2134,,,6117,,1899,2014,,162.6,,,,,,96.2,20.21,,2200533000
FAS - Blodgett Pool,Other - Recreation,55 North Harvard Street,Boston,Suffolk,MA,2134,,,46074,,1977,2014,,164.9,,,,,,508.7,0.63,,2200533000
FAS - Bright Hockey Center,Ice/Curling Rink,67 North Harvard Street,Boston,Suffolk,MA,2134,,,131386,,1978,2014,,85.6,,,,,,867.5,3.76,,2200533000
FAS - Dillon Field House,Other - Recreation,47 North Harvard Street,Boston,Suffolk,MA,2134,,,44312,,1931,2014,,103.8,,,,,,331.2,37.24,,2200533000
FAS - Gordon Track and Tennis Center,Race Track,69 North Harvard Street,Boston,Suffolk,MA,2134,,,77058,,1977,2014,,43,,,,,,246,10.07,,2200533000
FAS - Harvard Stadium,Stadium (Open),79 North Harvard Street,Boston,Suffolk,MA,2134,,,351745,,1903,2014,,27.5,,,,,,667.9,,,2200533000
FAS - Lavietes Pavilion,Indoor Arena,45 North Harvard Street,Boston,Suffolk,MA,2134,,,31140,,1926,2014,,72.7,,,,,,176.5,5.68,,2200533000
FAS - Murr Building,Indoor Arena,65 North Harvard Street,Boston,Suffolk,MA,2134,,,95594,,1999,2014,,58.8,,,,,,496.6,0.01,,2200533000
FAS - Palmer Dixon Courts,Fitness Center/Health Club/Gym,780 Soldiers Field Rd,Boston,Suffolk,MA,2134,,,44232,,1964,2014,,54.9,,,,,,172.9,2.07,,2200533000
GARDNER,K-12 School,30 Athol,Boston,Suffolk,MA,2134,,,59196,,1906,2014,98,42.7,,,,,,160.1,0.77,,
Governor Apartments: 209 Kelton Street,Multifamily Housing,209 Kelton Street,Boston,Suffolk,MA,2134,,,91557,,1980,2014,87,57,,,,,,319.4,41.23,,2101692000
Honan-Allston Branch,Library,300 North Harvard St,Boston,Suffolk,MA,2134,,,20000,,2000,2014,,106.4,,,,,,146.6,0.64,,
HRE - 1380 Soldiers Field Rd,Office,1380 Soldiers Field Rd,Boston,Suffolk,MA,2134,,,104922,,1990,2014,41,109.4,,,,,,689.8,7.11,,2200578000
HUH - One Western Ave,Multifamily Housing,One Western Ave,Boston,Suffolk,MA,2134,,,241946,,2003,2014,44,77.4,,,,,,1426.1,29.04,,2200481000
HUH - Soldiers Field Park Complex (Roll-Up),Multifamily Housing,111 Western Avenue,Boston,Suffolk,MA,2134,,,453389,,1976,2014,85,63.6,,,,,,2135.7,31.09,,2200480000
Hyde Park Branch,Library,35 Harvard Ave,Boston,Suffolk,MA,2134,,,30000,,2000,2014,,36.8,,,,,,106.9,0.55,,
JACKSON MANN,K-12 School,40 Armington St.,Boston,Suffolk,MA,2134,,,207798,,1975,2014,21,110.7,,,,,,1417,0.94,,
Kelton Place Conodminium,Other - Lodging/Residential,147 Kelton Street,Boston,Suffolk,MA,2134,,,72941,,1980,2014,,49.9,,,,,,343.6,,,2101821000
Northgate Condominium,,1254-1258 Commonwealth Avenue,Boston,Suffolk,MA,2134,,,,,1986,2014,,,,,,,,0,,,2102476000
Redstone Court Condominium,,85 Brainerd Road,Boston,Suffolk,MA,2134,,,,,1984,2014,,,,,,,,0,,,
TS - Soldiers Field Park Garage,Parking,111 Western Avenue,Boston,Suffolk,MA,2134,,,270637,,1975,2014,,5.4,,,,,,141.6,,,2200480000
Vicomte,Other - Lodging/Residential,59 Brainerd Road,Boston,Suffolk,MA,2134,,,95220,,1988,2014,,27.9,,,,,,257,24.88,,2101539000
Walbridge Brainerd,Multifamily Housing,25 Walbridge St,Boston,Suffolk,MA,2134,,,24700,,1920,2014,44,96.5,,,,,,169.6,106.15,,2101463000
WBZ TV,Other,1170 Soldiers Field Road,Boston,Suffolk,MA,2134,,,98982,,1948,2014,,196.5,,,,,,1560.9,10.86,,2200551000
07572-Brighton Mills,Supermarket/Grocery Store,370 Western Ave,Boston,Suffolk,MA,2135,,,58240,,1999,2014,61,215.9,,,,,,1058,22.22,,
10/20 Guest Street,Office,20 Guest Street,Boston,Suffolk,MA,2135,,,218104,,1999,2014,,77.6,,,,,,1603.4,3.66,,1906012
137 Englewood Avenue,Multifamily Housing,137 Englewood Avenue,Boston,Suffolk,MA,2135,,,56239,,1935,2014,100,32.2,,,,,,98.7,46.05,,2102331000
145 Newton Street,Manufacturing/Industrial Plant,145 Newton Street,Boston,Suffolk,MA,2135,,,110510,,1965,2014,,49,,,,,,523.9,0.89,,3428000
15 Guest Street,Parking,15 Guest Street,Boston,Suffolk,MA,2135,,,522551,,2001,2014,,65.5,,,,,,732.2,1.41,,1907002
1501 Commonwealth Ave (inactive),Senior Care Community,1501 Commonwealth Ave,Boston,Suffolk,MA,2135,,,31861,,2000,2014,,,,,,,,,0,,
1960-1980 Commonwealth Ave.,Multifamily Housing,"1960,1970,1980 Commonwealth Ave.",Boston,Suffolk,MA,2135,,,141204,,1937,2014,42,98.4,,,,,,801.4,,,2469000
25833-Brighton/Lincoln ST,Non-Refrigerated Warehouse,156 Lincoln St,Boston,Suffolk,MA,2135,,,113000,,2008,2014,99,8.9,,,,,,78.3,0.11,,2200972000
42/38 Everett Street,Office,38 Everett Street,Boston,Suffolk,MA,2135,,,42911,,,2014,,,,,,,,,,,
99 Chestnut Hill Park,Multifamily Housing,99 Chestnut Hill Park,Boston,Suffolk,MA,2135,,,57949,,2005,2014,,,,,,,,0,,,2204946000
BALDWIN,K-12 School,121 Corey Road,Boston,Suffolk,MA,2135,,,27777,,1926,2014,98,49.6,,,,,,85.1,1.72,,
Bancroft,Multifamily Housing,119-127 Sutherland,Boston,Suffolk,MA,2135,,,30600,,1920,2014,1,150.5,,,,,,301.5,55.55,,2102155000
Boston,Other - Specialty Hospital,1515 Commonwealth Ave,Boston,Suffolk,MA,2135,,,52000,,2000,2014,,277.6,,,,,,1339.7,,,
Brighton Branch,Library,40 Academy Rd,Boston,Suffolk,MA,2135,,,17208,,2000,2014,,109.8,,,,,,122.8,0.45,,
Brighton Health Group,Senior Care Community,10 Bellamy St,Boston,Suffolk,MA,2135,,,44681,,1975,2014,,,,,,,,454.1,88.12,,2203447000
BRIGHTON HS,K-12 School,25 Warren St.,Boston,Suffolk,MA,2135,,,216213,,1930,2014,94,42.6,,,,,,589.7,0.79,,
Camelot Court,Multifamily Housing,10 Camelot Court,Boston,Suffolk,MA,2135,,,137291,,1900,2014,93,84.7,,,,,,647.4,44.81,,2101267000
Charlesview Residences,Multifamily Housing,400 Western Avenue,Boston,Suffolk,MA,2135,,,265000,,2013,2014,94,48,,,,,,891.6,39.7,,2200862010
Chestnut Hill Park Condominium Trust,Multifamily Housing,"5 Braemore Rd, 324 CH. Hill Ave. 1868, 1870, 1872, 1874, 1880 Comm. Ave",Boston,Suffolk,MA,2135,,,97640,,1915,2014,,,,,,,,0,,,2102333000
Chiswick Building,Multifamily Housing,125 Chiswick Rd,Boston,Suffolk,MA,2135,,,94068,,1963,2014,87,63.3,,,,,,351.3,24.01,,2538000
Claridge House,,1933 Commonwealth Avenue,Boston,Suffolk,MA,2135,,,,,1988,2014,,,,,,,,,,,2102476000
Colborne Court Condominium Trust,Multifamily Housing,41-67 Colborne Rd,Boston,Suffolk,MA,2135,,,84410,,1965,2014,,,,,,,,0,,,2101986000
Commonwealth Properties,Multifamily Housing,66-70 Chiswick,Boston,Suffolk,MA,2135,,,36800,,1920,2014,5,130,,,,,,299.6,41.16,,2102304000
"Covenant House I, II, and III",Multifamily Housing,30 Washington St,Boston,Suffolk,MA,2135,,,201670,,1995,2014,88,67.4,,,,,,846.8,12.15,,2101991000
CubeSmart - Lincoln Street,Self-Storage Facility,130 Lincoln St.,Boston,Suffolk,MA,2135,,,51516,,1950,2014,,32.1,,,,,,101,0.2,,
EDISON,K-12 School,60 Glenmont Rd.,Boston,Suffolk,MA,2135,,,100500,,1932,2014,91,58.6,,,,,,354.9,2.8,,
EF Brighton,Other - Education,200 Lake Street,Boston,Suffolk,MA,2135,,,83458,,1921,2014,,32.2,,,,,,260,1.97,,2204704000
Engine 29,Fire Station,138 Chestnut Hill Ave,Boston,Suffolk,MA,2135,,,11292,,2000,2014,,129.8,,,,,,90.5,4.12,,
Engine 51,Fire Station,425 Faneuil St,Boston,Suffolk,MA,2135,,,8550,,2000,2014,,117.9,,,,,,61,,,
Evergreen Cemetery Administration Building,Office,2060 Commonwealth Ave,Boston,Suffolk,MA,2135,,,1800,,2000,2014,,107.3,,,,,,14.6,,,
Faneuil Branch,Library,319 Faneuil Street,Boston,Suffolk,MA,2135,,,8072,,2000,2014,,92.6,,,,,,46.9,,,
GARFIELD,K-12 School,95 Beechcroft,Boston,Suffolk,MA,2135,,,47314,,1925,2014,96,55.2,,,,,,156,0.81,,
Genesis House: 28 Wallingford Rd.,Multifamily Housing,28 Wallingford Rd.,Boston,Suffolk,MA,2135,,,187656,,1978,2014,26,98.1,,,,,,1170.5,42.34,,2102565020
HAMILTON,K-12 School,198 Strathmore Rd.,Boston,Suffolk,MA,2135,,,31570,,1924,2014,98,54.3,,,,,,99.4,1.17,,
HRE - 100 Holton St,Office,100 Holton St,Boston,Suffolk,MA,2135,,,115577,,1975,2014,100,20.7,,,,,,130.4,5.53,,2200966000
HRE - 176 Lincoln St,Office,176 Lincoln St,Boston,Suffolk,MA,2135,,,450000,,2002,2014,100,,,,,,,4,,,2200969000
"HTA - St. Elizabeth's MOB 1, LLC",Medical Office,11 Nevins Street,Boston,Suffolk,MA,2135,,,50676,,1988,2014,69,53.6,,,,,,262.7,,,2101835200
Leventhal House: 40 Wallingford Rd.,Multifamily Housing,40 Wallingford Rd,Boston,Suffolk,MA,2135,,,158387,,2007,2014,33,91.3,,,,,,957,58.69,,2102565010
LYON,K-12 School,50 Beechcroft St.,Boston,Suffolk,MA,2135,,,13336,,1926,2014,59,94.6,,,,,,83.3,1.18,,
Regency Building 1455,Multifamily Housing,1455,Boston,Suffolk,MA,2135,,,103000,,1978,2014,50,110.6,,,,,,644.8,31.22,,1829000
Reservoir Towers: Reservoir Towers,Multifamily Housing,1925 Commonwealth Avenue,Boston,Suffolk,MA,2135,,,225370,,1978,2014,24,93.6,,,,,,1408,47.87,,2102474000
Sidlaw Park Condominium,Multifamily Housing,"24, 28, 32 Sidlaw Road",Boston,Suffolk,MA,2135,,,35000,,1928,2014,100,8.1,,,,,,27.6,48.68,,
Special Operations Fire,Fire Station,108 Holton Street,Boston,Suffolk,MA,2135,,,11500,,2000,2014,,249.1,,,,,,158.3,,,
SS Brighton MA LLC,Self-Storage Facility,145 N. Beacon St.,Boston,Suffolk,MA,2135,,,128855,,2007,2014,,16.9,,,,,,175.6,0.43,,2201904000
St. Elizabeth Medical Center,Hospital (General Medical & Surgical),736 Cambridge Street,Boston,Suffolk,MA,2135,,,651000,,1960,2014,89,225.4,,,,,,9356.6,24.39,,2101836000;2101835100
TAFT,K-12 School,20 Warren St.,Boston,Suffolk,MA,2135,,,113199,,1895,2014,90,60.4,,,,,,407.5,0.81,,
Towne Estates,Multifamily Housing,177 Lake Shore Road,Boston,Suffolk,MA,2135,,,344080,,1965,2014,1,113.9,,,,,,3198,51.47,,4452243
Townelyne Condominium Trust,Other - Lodging/Residential,121 Tremont Street,Boston,Suffolk,MA,2135,,,72040,,1979,2014,,52.9,,,,,,248.1,44.37,,2203713000
Ulin House: 30 Wallingford Rd.,Multifamily Housing,30 Wallingford Rd,Boston,Suffolk,MA,2135,,,140889,,1971,2014,65,110.4,,,,,,915.4,47.49,,2102565015
Veronica Smith Senior Center,Other,20 Chestnut Hill Ave,Boston,Suffolk,MA,2135,,,13100,,2000,2014,,77,,,,,,64.1,0.98,,
Washington Square Condominium,Multifamily Housing,"309 -  313 Allston St., and 1560 - 1576 Commonwealth Ave.",Boston,Suffolk,MA,2135,,,154240,,1985,2014,,10.1,,,,,,149.6,30.43,,
WGBH Educational Foundation - 1 Guest,Office,1 Guest Street,Boston,Suffolk,MA,2135,,,278871,,2006,2014,79,83.7,,,,,,1863.2,10.02,,1909011
WGBH Educational Foundation - 10 Guest,Office,10 Guest Street,Boston,Suffolk,MA,2135,,,199600,,2000,2014,97,36.8,,,,,,704.9,13.62,,190615
WINSHIP,K-12 School,54 Dighton St.,Boston,Suffolk,MA,2135,,,41016,,1901,2014,94,58,,,,,,146.7,2.62,,
0413 Hyde Park,Supermarket/Grocery Store,1025 Truman Hwy,Boston,Suffolk,MA,2136,,,38890,,2001,2014,70,226,,,,,,680.8,19.57,,1809855010
26 Central Ave,Other,26 Central Ave,Boston,Suffolk,MA,2136,,,12300,,2000,2014,,,,,,,,,,,
Academy Training,Police Station,85 Williams Ave,Boston,Suffolk,MA,2136,,,59500,,2000,2014,,55.4,,,,,,258,0.23,,
Blake Estates I,Multifamily Housing,1344 Hyde Park Avenue,Boston,Suffolk,MA,2136,,,132000,,1900,2014,100,40.8,,,,,,315,33.5,,1809255000
Blake Estates II,Multifamily Housing,1344 Hyde Park Avenue,Boston,Suffolk,MA,2136,,,61000,,1900,2014,100,49.5,,,,,,176.6,40.78,,1809255010
Boston Trinity Academy,K-12 School,17 Hale Street,Boston,Suffolk,MA,2136,,,53000,,1956,2014,98,50.4,,,,,,142.4,,,1811281000
Central Supply,Police Station,1555 Hyde Park Ave,Boston,Suffolk,MA,2136,,,31000,,2000,2014,,31.8,,,,,,95.4,,,
CHANNING,K-12 School,35 Sunnyside St.,Boston,Suffolk,MA,2136,,,32582,,1926,2014,93,63.8,,,,,,124.4,0.97,,
Clarendon Hill Condominium,Multifamily Housing,1 - 102 and 213 Victoria Heights Rd.,Boston,Suffolk,MA,2136,,,337712,,1986,2014,100,15.4,,,,,,504.1,,,
Cummins Realty Trust,Multifamily Housing,605 Truman Highway,Boston,Suffolk,MA,2136,,,66410,,1970,2014,,,,,,,,0,,,
District 8 Yard,"Repair Services (Vehicle, Shoe, Locksmith, etc)",58 Dana Ave,Boston,Suffolk,MA,2136,,,3000,,2000,2014,,225,,,,,,54.4,3.17,,
E-18 Station,Police Station,1249 Hyde Park Ave,Boston,Suffolk,MA,2136,,,23400,,2000,2014,,29.2,,,,,,66.1,2.19,,
Engine 48,Fire Station,60 Fairmount Ave,Boston,Suffolk,MA,2136,,,16062,,2000,2014,,22.7,,,,,,35.3,2.32,,
Fairview Cemetery Administration Building,Office,45 Fairview Ave,Boston,Suffolk,MA,2136,,,2400,,2000,2014,,137.2,,,,,,25.3,,,
Georgetowne Homes I,Multifamily Housing,400A Georgetowne Drive,Boston,Suffolk,MA,2136,,,1540954,,1900,2014,100,21.7,,,,,,1845.6,18.37,,1812326000
GREENWOOD E,K-12 School,612 METROPOLITAN AVE,Boston,Suffolk,MA,2136,,,51128,,1957,2014,93,58.2,,,,,,182.2,0.98,,
GREW,K-12 School,40 Gordon Ave.,Boston,Suffolk,MA,2136,,,32216,,1956,2014,93,61.2,,,,,,120.9,1.51,,
HEMENWAY,K-12 School,37 Millstone Rd.,Boston,Suffolk,MA,2136,,,15077,,1947,2014,80,77.9,,,,,,75.4,1.12,,
Hyde Park Community Center,Other - Recreation,1175 River St,Boston,Suffolk,MA,2136,,,40000,,2000,2014,,21.4,,,,,,82.7,2.8,,
HYDE PARK HS,K-12 School,655 Metropolitan Ave.,Boston,Suffolk,MA,2136,,,186589,,1929,2014,63,66.1,,,,,,814.5,0.67,,
Mattapan Apartments E,Multifamily Housing,1332-1342 River Street,Boston,Suffolk,MA,2136,,,34222,,1920,2014,80,59,,,,,,145.8,11.67,,1811577000;18578000
Mother Brook Trust,Multifamily Housing,1608 River Street,Boston,Suffolk,MA,2136,,,66954,,1986,2014,,,,,,,,0,,,
Riley House: 39 Maple Avenue,Multifamily Housing,39 Maple Avenue,Boston,Suffolk,MA,2136,,,46834,,2000,2014,14,72.4,,,,,,232.2,24.93,,1809143010
ROGERS,K-12 School,15 Everett St,Boston,Suffolk,MA,2136,,,108832,,1902,2014,89,63.6,,,,,,408.2,0.45,,
ROOSEVELT,K-12 School,95 Needham Rd.,Boston,Suffolk,MA,2136,,,40268,,1967,2014,86,72.4,,,,,,176.3,0.45,,
Shops at Riverwood,Supermarket/Grocery Store,892 River Street,Boston,Suffolk,MA,2136,,,59039,,2009,2014,,,,,,,,,,,
